	precision_0	recall_0	f1_score_0	support_0	precision_1	recall_1	f1_score_1	support_1	f1_score_accuracy	support_accuracy	precision_macro_avg	recall_macro_avg	f1_score_macro_avg	support_macro_avg	precision_weighted_avg	recall_weighted_avg	f1_score_weighted_avg	support_weighted_avg
1	0.85	0.80	0.83	2475	0.81	0.86	0.84	2475	0.83	4950	0.83	0.83	0.83	4950	0.83	0.83	0.83	4950
2	0.92	0.83	0.88	2475	0.85	0.93	0.89	2475	0.88	4950	0.89	0.88	0.88	4950	0.89	0.88	0.88	4950
3	0.89	0.78	0.83	2475	0.81	0.91	0.85	2475	0.84	4950	0.85	0.84	0.84	4950	0.85	0.84	0.84	4950
