son	debut	fin
a	438.228	438.32800000000003
a	445.16900000000004	445.259
a	450.592	450.702
a	464.32199999999995	464.43199999999996
a	476.51599999999996	476.596
a	455.24199999999996	455.31199999999995
a	473.52	473.59
a	455.092	455.19199999999995
a	449.662	449.73199999999997
a	527.016	527.186
a	504.57300000000004	504.653
a	527.886	527.956
E	625.401	625.471
E	674.3889999999999	674.4689999999999
E	633.447	633.587
E	618.212	618.342
E	627.431	627.521
E	638.006	638.116
E	683.034	683.1039999999999
E	629.337	629.447
E	627.251	627.331
E	643.48	643.65
E	693.7330000000001	693.803
E	707.816	707.8960000000001
E	702.8380000000001	702.908
