son	debut	fin
a	366.066	366.14599999999996
a	376.76800000000003	376.93800000000005
a	354.474	354.55400000000003
a	360.726	360.796
a	373.30800000000005	373.418
a	364.32599999999996	364.44599999999997
a	402.18	402.28
a	403.14	403.21
a	403.91	403.98
a	397.041	397.14099999999996
a	394.351	394.531
a	402.59	402.66
E	566.17	566.25
E	549.169	549.239
E	534.492	534.582
E	519.106	519.206
E	513.756	513.836
E	515.306	515.496
E	529.6659999999999	529.786
E	506.165	506.235
E	534.312	534.382
E	584.0459999999999	584.126
E	578.5459999999999	578.746
E	570.327	570.4069999999999
E	584.876	584.956
