son	debut	fin
a	192.963	193.063
a	191.433	191.533
a	197.354	197.49400000000003
a	197.62400000000002	197.71400000000003
a	197.49400000000003	197.574
a	206.46400000000003	206.544
a	204.37400000000002	204.44400000000002
a	205.13400000000001	205.22400000000002
a	209.91400000000002	210.014
a	209.394	209.484
a	207.65400000000002	207.734
a	215.172	215.27200000000002
E	358.33099999999996	358.58099999999996
E	361.82099999999997	361.941
E	355.13699999999994	355.217
E	463.47900000000004	463.569
E	444.412	444.48199999999997
E	374.94699999999995	375.017
E	413.539	413.689
E	413.29900000000004	413.399
E	378.30699999999996	378.38699999999994
E	414.709	414.79900000000004
E	394.045	394.115
E	409.73900000000003	409.889
