son	debut	fin
A	291.807	291.897
A	318.502	318.582
A	290.707	290.797
A	291.957	292.087
A	294.176	294.246
A	346.421	346.471
A	294.546	294.656
A	314.619	314.66900000000004
A	294.026	294.116
A	317.502	317.572
A	361.015	361.055
A	346.881	347.01099999999997
I	1044.3139999999999	1044.414
I	1035.139	1035.239
I	1204.745	1204.975
I	1064.174	1064.204
I	1065.532	1065.612
I	1040.934	1040.974
I	1015.8710000000001	1015.9810000000001
I	1206.855	1206.945
I	1211.377	1211.487
