son	debut	fin
A	317.543	317.663
A	321.053	321.133
A	337.63699999999994	337.73699999999997
A	335.68199999999996	335.712
A	329.975	330.025
A	328.185	328.265
A	323.2	323.28
A	336.912	336.94199999999995
A	323.4	323.5
A	340.97900000000004	341.079
A	334.05199999999996	334.082
A	338.63699999999994	338.667
I	754.895	754.955
I	821.8939999999999	821.924
I	757.325	757.445
I	698.298	698.3380000000001
I	810.615	810.725
I	808.1469999999999	808.2869999999999
I	885.927	885.987
