son	debut	fin
A	147.394	147.54399999999998
A	163.273	163.313
A	168.01	168.04
A	148.614	148.684
A	169.28	169.32
A	149.064	149.164
A	155.154	155.194
A	165.422	165.502
A	154.584	154.634
A	163.033	163.113
A	170.02	170.08
I	1408.61	1408.67
I	1249.553	1249.583
I	1282.319	1282.379
I	1304.24	1304.27
I	1335.5479999999998	1335.578
I	1275.866	1275.896
I	1323.158	1323.1879999999999
