son	debut	fin
a	543.094	543.184
a	755.4730000000001	755.543
a	739.0419999999999	739.112
a	748.518	748.5980000000001
a	541.854	541.924
a	930.961	931.051
a	1058.008	1058.088
a	836.258	836.408
a	1115.578	1115.6680000000001
E	1387.869	1387.969
E	1431.8210000000001	1431.891
E	1415.96	1416.04
E	1437.682	1437.7620000000002
E	1418.9920000000002	1419.0620000000001
E	1483.066	1483.156
E	1523.4879999999998	1523.578
E	1526.6370000000002	1526.707
E	1466.9589999999998	1467.059
E	1496.2820000000002	1496.352
E	1455.691	1455.8010000000002
E	1520.3039999999999	1520.384
E	1468.4720000000002	1468.5520000000001
