son	debut	fin
A	583.2330000000001	583.263
A	612.875	612.965
A	612.575	612.645
A	593.1990000000001	593.259
A	608.5	608.57
A	589.4830000000001	589.633
A	607.15	607.22
I	866.7439999999999	866.8739999999999
I	954.1060000000001	954.206
I	875.61	875.79
I	883.11	883.21
I	914.416	914.446
I	946.425	946.465
I	913.0360000000001	913.1160000000001
I	926.197	926.297
I	891.558	891.5980000000001
I	940.944	941.0139999999999
