son	debut	fin
a	330.089	330.16900000000004
a	341.55199999999996	341.642
a	332.099	332.16900000000004
a	333.539	333.60900000000004
a	332.54900000000004	332.649
a	372.68300000000005	372.75300000000004
a	348.171	348.26099999999997
a	349.491	349.57099999999997
a	378.60400000000004	378.684
a	371.543	371.62300000000005
a	369.89300000000003	369.963
a	358.356	358.45599999999996
E	504.964	505.034
E	464.519	464.649
E	462.779	462.879
E	508.35400000000004	508.514
E	479.409	479.579
E	485.152	485.222
E	455.481	455.621
E	488.41900000000004	488.569
E	494.017	494.10699999999997
E	484.87199999999996	485.042
E	520.889	520.9590000000001
E	514.607	514.7769999999999
E	524.0930000000001	524.163
