son	debut	fin
A	188.407	188.547
A	217.65200000000002	217.692
A	211.407	211.497
A	202.713	202.773
A	211.127	211.247
A	226.162	226.27200000000002
I	748.997	749.077
I	747.117	747.197
I	837.209	837.3389999999999
I	785.2810000000001	785.3710000000001
I	735.035	735.115
I	824.2180000000001	824.298
I	686.43	686.5
I	681.893	681.953
I	750.137	750.187
I	844.2719999999999	844.332
I	894.6210000000001	894.711
I	876.48	876.53
