son	debut	fin
A	236.72299999999998	236.793
A	305.387	305.497
A	303.877	303.907
A	236.393	236.44299999999998
A	235.512	235.55200000000002
A	236.953	237.033
A	305.547	305.717
A	235.002	235.05200000000002
A	309.515	309.615
A	311.54400000000004	311.60400000000004
A	316.17900000000003	316.209
I	846.495	846.525
I	873.549	873.579
I	777.8860000000001	777.946
I	722.488	722.538
I	860.178	860.2080000000001
I	989.699	989.7289999999999
