son	debut	fin
a	335.68800000000005	335.778
a	318.91900000000004	319.069
a	311.839	311.909
a	330.152	330.23199999999997
a	335.548	335.62800000000004
a	310.719	310.79900000000004
a	325.95599999999996	326.046
a	338.409	338.47900000000004
a	341.959	342.029
a	336.42900000000003	336.509
a	336.92900000000003	336.999
E	659.441	659.5210000000001
E	632.875	633.035
E	652.41	652.48
E	656.416	656.4960000000001
E	644.342	644.4119999999999
E	690.263	690.3330000000001
E	677.825	677.895
E	688.8430000000001	688.943
E	669.1289999999999	669.199
E	699.571	699.6410000000001
E	731.535	731.605
E	753.015	753.085
