son	debut	fin
a	654.578	654.7080000000001
a	654.408	654.508
a	711.237	711.347
a	680.961	681.1010000000001
a	661.79	661.89
E	775.863	775.9830000000001
a	679.105	679.245
a	752.337	752.447
E	722.9680000000001	723.078
E	906.4689999999999	906.5889999999999
a	910.388	910.4680000000001
E	879.758	879.868
a	866.7080000000001	866.8380000000001
a	842.4069999999999	842.5169999999999
E	939.2439999999999	939.334
a	807.9630000000001	808.033
E	950.5089999999999	950.6489999999999
E	917.155	917.235
E	981.5830000000001	981.653
E	905.939	906.0189999999999
E	975.199	975.279
a	908.8489999999999	908.919
E	996.067	996.187
E	992.671	992.7510000000001
E	992.4110000000001	992.5010000000001
