segment	debut	fin
A	3918.854666666666	3918.8813333333333
A	3915.3179999999998	3915.334666666666
A	3915.498	3915.518
A	3880.157333333333	3880.204
A	3918.8813333333333	3918.908
A	3924.242	3924.318666666667
A	3921.008	3921.068
A	3920.948	3921.008
A	3918.828	3918.854666666666
A	3921.068	3921.128
A	3915.518	3915.538
A	3924.318666666667	3924.395333333334
A	3915.538	3915.558
A	3915.351333333333	3915.368
A	3922.062	3922.072
A	3913.6209999999996	3913.651
A	3922.072	3922.082
A	3951.2453333333337	3951.302000000001
A	3924.395333333334	3924.472000000001
A	3949.9120000000003	3949.962
A	3980.071	3980.097666666666
A	3927.4320000000002	3927.452
A	3950.012	3950.062
A	3951.132	3951.188666666667
A	3951.188666666667	3951.2453333333337
A	3980.124333333333	3980.151
A	3927.452	3927.472
A	3949.962	3950.012
A	3927.472	3927.492
A	3980.097666666666	3980.124333333333
A	2838.427	2838.460333333333
A	2838.460333333333	2838.4936666666667
A	2838.4936666666667	2838.527
A	2947.8613333333337	2947.878000000001
A	2949.601333333333	2949.634666666667
A	2949.634666666667	2949.6679999999997
A	2947.844666666667	2947.8613333333337
A	2951.641333333333	2951.6679999999997
A	2951.5879999999997	2951.614666666667
A	2947.828	2947.844666666667
A	2951.614666666667	2951.641333333333
A	2949.5679999999998	2949.601333333333
A	3052.263000000001	3052.273000000001
A	2959.034	2959.044000000001
A	2959.044000000001	2959.0540000000005
A	3052.076333333333	3052.119666666667
A	2960.6003333333338	2960.617000000001
A	2956.690666666667	2956.7073333333337
A	3052.119666666667	3052.1630000000005
A	3052.033	3052.076333333333
A	2957.610666666667	2957.6540000000005
A	2957.5240000000003	2957.567333333333
A	3052.2529999999997	3052.263000000001
A	3052.243	3052.2529999999997
A	2956.7073333333337	2956.724000000001
A	2956.6740000000004	2956.690666666667
A	2960.567	2960.583666666667
A	2960.583666666667	2960.6003333333338
A	2959.0240000000003	2959.034
A	2957.567333333333	2957.610666666667
A	3059.954	3059.974
A	3082.821000000001	3082.8910000000005
A	3085.776	3085.819333333333
A	3082.6809999999996	3082.7509999999997
A	3059.974	3059.994
A	3082.7509999999997	3082.821000000001
A	3059.934	3059.954
A	3085.819333333333	3085.862666666667
A	3088.1259999999997	3088.1459999999997
A	3085.862666666667	3085.9060000000004
A	3086.836	3086.8626666666664
A	3160.1620000000003	3160.192
A	3087.199333333333	3087.2259999999997
A	3160.192	3160.222
A	3086.8626666666664	3086.889333333333
A	3088.1459999999997	3088.1659999999997
A	3160.222	3160.2520000000004
A	3086.889333333333	3086.916
A	3087.1459999999997	3087.172666666667
A	3087.172666666667	3087.199333333333
A	3088.1659999999997	3088.1859999999997
A	3209.349	3209.389
A	3210.3523333333333	3210.3756666666663
A	3218.369	3218.3790000000004
A	3218.389	3218.3989999999994
A	3216.867	3216.907
A	3210.329	3210.3523333333333
A	3218.3790000000004	3218.389
A	3216.907	3216.947
A	3209.429	3209.469
A	3216.827	3216.867
A	3210.3756666666663	3210.3989999999994
A	3209.389	3209.429
A	3270.3016666666667	3270.355
A	3345.966	3345.9759999999997
A	3347.236	3347.266
A	3347.2059999999997	3347.236
A	3348.246	3348.2559999999994
A	3270.195	3270.248333333333
A	3348.2259999999997	3348.236
A	3270.248333333333	3270.3016666666667
A	3345.986000000001	3345.9960000000005
A	3347.266	3347.2959999999994
A	3345.9759999999997	3345.986000000001
A	3348.236	3348.246
A	3574.5066666666667	3574.550000000001
A	3514.018333333333	3514.045
A	3414.073	3414.083
A	3414.083	3414.0929999999994
A	3414.063	3414.073
A	3574.4633333333336	3574.5066666666667
A	3513.965	3513.991666666667
A	3513.991666666667	3514.018333333333
A	3574.42	3574.4633333333336
A	3774.796	3774.806
A	3774.7859999999996	3774.796
A	3608.62	3608.666666666666
A	3773.3759999999997	3773.3959999999997
A	3608.666666666666	3608.713333333333
A	3773.4159999999997	3773.4359999999997
A	3773.3959999999997	3773.4159999999997
A	3608.713333333333	3608.76
A	3774.806	3774.815999999999
A	3805.683	3805.6929999999998
A	3794.3706666666662	3794.4040000000005
A	3794.304	3794.337333333333
A	3794.337333333333	3794.3706666666662
A	3802.2063333333335	3802.283
A	3805.6929999999998	3805.703
A	3802.1296666666663	3802.2063333333335
A	3793.8340000000003	3793.864
A	3794.724	3794.7540000000004
A	3793.864	3793.893999999999
A	3805.673	3805.683
A	3794.7540000000004	3794.784
A	3794.784	3794.814
A	3802.053	3802.1296666666663
A	3793.804	3793.8340000000003
A	3826.982	3827.045333333334
A	3820.012	3820.058666666667
A	3829.722	3829.732
A	3827.045333333334	3827.108666666667
A	3820.105333333333	3820.152
A	3827.108666666667	3827.1720000000014
A	3820.058666666667	3820.105333333333
A	3829.732	3829.742
A	3850.7076666666662	3850.7209999999995
A	3851.031	3851.054333333334
A	3851.077666666667	3851.101000000001
A	3880.0640000000003	3880.1106666666665
A	3850.934333333333	3850.961
A	3867.628333333333	3867.6616666666655
A	3850.6809999999996	3850.694333333333
A	3850.694333333333	3850.7076666666662
A	3850.907666666666	3850.934333333333
A	3851.054333333334	3851.077666666667
A	3867.6616666666655	3867.695
A	3829.742	3829.752
A	3867.595	3867.628333333333
A	3850.881	3850.907666666666
A	3880.1106666666665	3880.157333333333
A	3913.651	3913.681
A	3922.052	3922.062
A	3913.681	3913.710999999999
A	3915.334666666666	3915.351333333333
a	4564.408666666667	4564.432000000002
a	4574.506333333334	4574.539666666668
a	4548.2553333333335	4548.282
a	4602.962	4602.985333333334
a	4548.228666666667	4548.2553333333335
a	4607.4220000000005	4607.451999999998
a	4551.095333333334	4551.118666666667
a	4574.539666666668	4574.573000000001
a	4564.385333333334	4564.408666666667
a	4607.451999999998	4607.481999999999
a	4603.008666666668	4603.032000000001
a	4602.675333333334	4602.712
a	4583.042666666666	4583.069333333333
a	4551.118666666667	4551.142000000002
a	4607.392	4607.4220000000005
a	4564.362	4564.385333333334
a	4583.069333333333	4583.096
a	4574.473	4574.506333333334
a	4616.828666666666	4616.855333333333
a	4614.928666666667	4614.955333333333
a	4616.802	4616.828666666666
a	4615.7553333333335	4615.778666666667
a	4613.165333333333	4613.192
a	4614.955333333333	4614.982
a	4615.778666666667	4615.8020000000015
a	4613.138666666667	4613.165333333333
a	4616.855333333333	4616.8820000000005
a	4615.732	4615.7553333333335
a	4613.112	4613.138666666667
a	4614.902	4614.928666666667
a	4212.851	4212.891
a	4290.186333333333	4290.229666666666
a	4199.356	4199.402666666667
a	4212.771	4212.811
a	4206.852999999999	4206.882999999999
a	4212.811	4212.851
a	4199.449333333334	4199.496000000001
a	4290.143	4290.186333333333
a	4206.793	4206.8229999999985
a	4290.229666666666	4290.272999999999
a	4199.402666666667	4199.449333333334
a	4206.8229999999985	4206.852999999999
a	4342.372	4342.425333333334
a	4352.908666666666	4352.935333333333
a	4299.296333333334	4299.323
