segment	debut	fin
A	2416.429	2416.4389999999994
A	2416.409	2416.419
A	2421.612333333333	2421.639
A	2423.619	2423.639
A	2451.764	2451.7739999999994
A	2462.4863333333333	2462.4996666666666
A	2462.473	2462.4863333333333
A	2460.989666666667	2461.016333333333
A	2460.9629999999997	2460.989666666667
A	2462.4996666666666	2462.513
A	2492.275	2492.2849999999994
A	2451.754	2451.764
A	2445.820333333333	2445.847
A	2452.874	2452.887333333333
A	2451.744	2451.754
A	2492.265	2492.275
A	2452.887333333333	2452.9006666666664
A	2492.255	2492.265
A	2452.9006666666664	2452.914
A	2461.016333333333	2461.0429999999997
A	2024.1426666666666	2024.226
A	2024.0593333333331	2024.1426666666666
A	2017.793666666667	2017.807
A	2017.7803333333331	2017.793666666667
A	2023.976	2024.0593333333331
A	2017.767	2017.7803333333331
A	2050.764333333333	2050.787666666667
A	2032.265	2032.295
A	2034.315	2034.331666666667
A	2045.021	2045.044333333333
A	2038.026	2038.046
A	2045.0676666666666	2045.0910000000001
A	2044.141	2044.1643333333332
A	2044.187666666667	2044.211
A	2050.741	2050.764333333333
A	2032.235	2032.265
A	2044.1643333333332	2044.187666666667
A	2034.331666666667	2034.3483333333331
A	2038.046	2038.066
A	2032.205	2032.235
A	2034.3483333333331	2034.365
A	2050.787666666667	2050.8110000000006
A	2038.066	2038.086
A	2045.044333333333	2045.0676666666666
A	2102.82	2102.84
A	2075.803	2075.833
A	2075.8630000000007	2075.8930000000005
A	2088.232	2088.255333333333
A	2100.876666666667	2100.9000000000005
A	2077.9429999999998	2077.9530000000004
A	2102.84	2102.86
A	2077.9530000000004	2077.9630000000006
A	2100.83	2100.853333333333
A	2088.255333333333	2088.278666666667
A	2102.86	2102.88
A	2077.933	2077.9429999999998
A	2100.853333333333	2100.876666666667
A	2091.648666666667	2091.6853333333343
A	2091.6853333333343	2091.7220000000007
A	2088.278666666667	2088.3020000000006
A	2091.612	2091.648666666667
A	2075.833	2075.8630000000007
A	2110.292	2110.3320000000003
A	2109.402	2109.4286666666667
A	2118.692	2118.722
A	2109.4553333333333	2109.482
A	2109.9186666666665	2109.9320000000002
A	2119.6020000000008	2119.6120000000005
A	2127.308	2127.3179999999998
A	2119.592	2119.6020000000008
A	2127.3280000000004	2127.3380000000006
A	2119.5820000000003	2119.592
A	2109.4286666666667	2109.4553333333333
A	2109.8920000000003	2109.905333333333
A	2118.7520000000004	2118.7820000000006
A	2110.252	2110.292
A	2118.722	2118.7520000000004
A	2109.905333333333	2109.9186666666665
A	2127.3179999999998	2127.3280000000004
A	2110.3320000000003	2110.3720000000003
A	2153.8566666666666	2153.87
A	2153.98	2154.02
A	2128.238	2128.2646666666665
A	2153.9	2153.94
A	2130.248	2130.2646666666665
A	2135.568	2135.588
A	2134.268	2134.2779999999993
A	2128.2646666666665	2128.291333333333
A	2153.843333333333	2153.8566666666666
A	2135.588	2135.608
A	2153.83	2153.843333333333
A	2135.548	2135.568
A	2130.2813333333334	2130.2979999999993
A	2130.2646666666665	2130.2813333333334
A	2128.291333333333	2128.318
A	2134.248	2134.258
A	2153.94	2153.98
A	2134.258	2134.268
A	2199.295	2199.3049999999994
A	2160.6160000000004	2160.6260000000007
A	2158.786	2158.8026666666665
A	2177.9126666666666	2177.946
A	2178.026	2178.0460000000003
A	2178.006	2178.026
A	2154.1966666666667	2154.2199999999993
A	2177.846	2177.8793333333333
