segment	debut	fin
A	1033.9353333333333	1033.9486666666667
A	1030.9653333333333	1030.9886666666666
A	1023.2886666666666	1023.312
A	1022.7586666666666	1022.812
A	1030.9886666666666	1031.012
A	1022.6519999999999	1022.7053333333333
A	1023.242	1023.2653333333333
A	1021.5533333333333	1021.5866666666666
A	1033.922	1033.9353333333333
A	1022.7053333333333	1022.7586666666666
A	1021.52	1021.5533333333333
A	1021.5866666666666	1021.62
A	1033.9486666666667	1033.962
A	1030.942	1030.9653333333333
A	1023.2653333333333	1023.2886666666666
A	1047.326	1047.336
A	1046.3226666666667	1046.3493333333333
A	1040.7043333333334	1040.7176666666667
A	1054.2206666666666	1054.2473333333332
A	1046.3493333333333	1046.376
A	1047.316	1047.326
A	1054.194	1054.2206666666666
A	1049.958	1049.9913333333334
A	1040.7176666666667	1040.731
A	1047.336	1047.346
A	1049.9913333333334	1050.0246666666667
A	1040.691	1040.7043333333334
A	1046.296	1046.3226666666667
A	1050.0246666666667	1050.058
A	1092.8039999999999	1092.8406666666667
A	1091.234	1091.2573333333332
A	1091.3339999999998	1091.344
A	1091.354	1091.364
A	1076.9073333333333	1076.964
A	1076.8506666666667	1076.9073333333333
A	1056.994	1057.024
A	1091.2806666666663	1091.304
A	1092.8773333333334	1092.914
A	1057.364	1057.374
A	1076.7939999999999	1076.8506666666667
A	1091.344	1091.354
A	1054.2473333333332	1054.274
A	1057.354	1057.364
A	1091.2573333333332	1091.2806666666663
A	1056.964	1056.994
A	1056.934	1056.964
A	1092.8406666666667	1092.8773333333334
A	1057.344	1057.354
A	1093.474	1093.4906666666666
A	1102.465	1102.4916666666666
A	1098.036	1098.066
A	1103.715	1103.745
A	1102.3583333333333	1102.3816666666667
A	1104.995	1105.035
A	1102.5183333333332	1102.5449999999996
A	1104.915	1104.955
A	1103.685	1103.715
A	1102.3816666666667	1102.405
A	1102.335	1102.3583333333333
A	1103.545	1103.575
A	1102.4916666666666	1102.5183333333332
A	1103.745	1103.775
A	1098.096	1098.126
A	1103.515	1103.545
A	1093.5073333333332	1093.524
A	1093.4906666666666	1093.5073333333332
A	1103.575	1103.605
A	1104.955	1104.995
A	1098.066	1098.096
A	1123.1133333333332	1123.15
A	1123.0766666666666	1123.1133333333332
A	1123.04	1123.0766666666666
A	1123.53	1123.54
A	1123.51	1123.52
A	1123.52	1123.53
A	1127.2703333333334	1127.287
A	1133.3719999999996	1133.4019999999996
A	1133.312	1133.342
A	1129.157	1129.167
A	1133.342	1133.3719999999996
A	1141.2956666666666	1141.3223333333333
A	1131.782	1131.792
A	1141.269	1141.2956666666666
A	1141.3223333333333	1141.349
A	1127.237	1127.2536666666667
A	1127.2536666666667	1127.2703333333334
A	1131.772	1131.782
A	1139.1989999999998	1139.2656666666667
A	1129.167	1129.177
A	1129.147	1129.157
A	1131.762	1131.772
A	1139.3323333333333	1139.399
A	1142.289	1142.309
A	1139.2656666666667	1139.3323333333333
A	1165.3076666666666	1165.3410000000001
A	1178.539	1178.5556666666666
A	1165.241	1165.2743333333333
A	1157.269	1157.289
A	1152.7476666666666	1152.7643333333333
A	1178.9256666666665	1178.9589999999996
A	1146.911	1146.9476666666667
A	1165.2743333333333	1165.3076666666666
A	1152.7643333333333	1152.781
A	1142.329	1142.349
A	1179.769	1179.809
A	1142.309	1142.329
A	1149.601	1149.631
A	1152.731	1152.7476666666666
A	1152.0410000000002	1152.0810000000001
A	1152.121	1152.1609999999996
A	1157.289	1157.309
A	1149.631	1149.6609999999996
A	1149.5710000000001	1149.601
A	1178.5556666666666	1178.5723333333333
A	1146.9476666666667	1146.9843333333333
A	1178.8923333333332	1178.9256666666665
A	1157.249	1157.269
A	1178.859	1178.8923333333332
A	1146.9843333333333	1147.021
A	1178.5723333333333	1178.589
A	1152.0810000000001	1152.121
A	1191.9153333333334	1191.9386666666667
A	1240.047	1240.1003333333333
A	1236.032	1236.0753333333332
A	1184.2823333333333	1184.3156666666666
A	1219.933	1219.973
A	1220.013	1220.053
A	1191.9386666666667	1191.962
A	1236.0753333333332	1236.1186666666665
A	1179.849	1179.889
A	1240.1003333333333	1240.1536666666666
A	1236.1186666666665	1236.1619999999998
A	1239.797	1239.8236666666667
A	1239.8236666666667	1239.8503333333333
A	1184.249	1184.2823333333333
A	1247.67	1247.6966666666667
A	1219.973	1220.013
A	1191.892	1191.9153333333334
A	1180.4589999999998	1180.479
A	1239.8503333333333	1239.877
A	1180.4389999999999	1180.4589999999998
A	1180.479	1180.499
A	1179.809	1179.849
A	1240.1536666666666	1240.207
A	1184.3156666666666	1184.349
A	1307.164	1307.194
A	1304.7173333333333	1304.7406666666666
A	1305.3873333333333	1305.4606666666666
A	1271.661	1271.671
A	1247.7233333333334	1247.75
A	1309.134	1309.164
A	1307.194	1307.224
A	1309.104	1309.134
A	1305.3139999999999	1305.3873333333333
A	1309.164	1309.194
A	1307.134	1307.164
A	1283.0683333333334	1283.0916666666667
A	1304.694	1304.7173333333333
A	1283.0916666666667	1283.115
A	1271.651	1271.661
A	1304.7406666666666	1304.764
A	1305.4606666666666	1305.534
A	1247.6966666666667	1247.7233333333334
A	1271.641	1271.651
A	1283.045	1283.0683333333334
a	990.3256666666666	990.349
a	990.279	990.3023333333333
a	986.1216666666667	986.145
a	986.075	986.0983333333335
a	990.4023333333333	990.4256666666665
a	990.3023333333333	990.3256666666666
a	990.4256666666665	990.449
a	986.0983333333335	986.1216666666667
a	990.3789999999999	990.4023333333333
a	1006.812	1006.842
a	1006.872	1006.902
a	1008.8986666666666	1008.9253333333332
a	996.717	996.747
a	1008.9253333333332	1008.952
a	1008.192	1008.2253333333333
a	996.747	996.777
a	1011.752	1011.7786666666666
a	996.687	996.717
a	1008.872	1008.8986666666666
a	1008.2586666666666	1008.292
a	1011.8053333333332	1011.832
a	1008.2253333333333	1008.2586666666666
a	1006.842	1006.872
a	1011.7786666666666	1011.8053333333332
a	1018.5766666666666	1018.6033333333332
a	1025.902	1025.932
a	1025.2253333333333	1025.262
a	1026.912	1026.9486666666667
a	1018.55	1018.5766666666666
a	1025.152	1025.1886666666667
a	1025.962	1025.992
a	1038.2910000000002	1038.3343333333332
a	1021.41	1021.44
a	1026.9853333333333	1027.022
a	1021.44	1021.47
a	1021.38	1021.41
a	1018.6033333333332	1018.63
a	1025.1886666666667	1025.2253333333333
a	1026.9486666666667	1026.9853333333333
a	1025.932	1025.962
a	1044.771	1044.8410000000001
a	1049.738	1049.7646666666667
a	1053.874	1053.9006666666667
a	1044.9109999999996	1044.9809999999998
a	1041.371	1041.3976666666667
a	1045.381	1045.4176666666667
a	1049.608	1049.638
a	1044.8410000000001	1044.9109999999996
a	1041.3976666666667	1041.4243333333334
a	1048.4460000000001	1048.476
a	1048.476	1048.506
a	1045.4176666666667	1045.4543333333334
a	1048.4160000000002	1048.4460000000001
a	1049.7913333333333	1049.818
a	1053.9006666666667	1053.9273333333333
a	1049.7646666666667	1049.7913333333333
a	1038.3343333333332	1038.3776666666663
a	1049.638	1049.6680000000001
a	1053.9273333333333	1053.954
a	1045.4543333333334	1045.491
a	1041.4243333333334	1041.451
a	1038.3776666666663	1038.4209999999996
a	1049.578	1049.608
a	1089.944	1089.9673333333333
a	1073.394	1073.4173333333333
a	1088.5606666666665	1088.6139999999998
a	1093.214	1093.264
a	1088.5073333333332	1088.5606666666665
a	1089.5639999999999	1089.5873333333334
a	1088.454	1088.5073333333332
a	1055.544	1055.5839999999996
a	1093.264	1093.314
a	1055.504	1055.544
a	1055.464	1055.504
a	1089.6106666666667	1089.634
a	1089.9906666666666	1090.014
a	1073.4173333333333	1073.4406666666666
a	1073.4406666666666	1073.464
a	1089.9673333333333	1089.9906666666666
a	1089.5873333333334	1089.6106666666667
a	1102.8583333333333	1102.885
a	1102.805	1102.8316666666667
a	1103.355	1103.3816666666667
a	1096.7293333333332	1096.7626666666665
a	1093.314	1093.3639999999998
a	1102.1916666666666	1102.2183333333332
a	1102.165	1102.1916666666666
a	1106.129	1106.1623333333332
a	1106.1623333333332	1106.1956666666665
a	1106.1956666666665	1106.2289999999996
a	1096.6960000000001	1096.7293333333332
a	1102.8316666666667	1102.8583333333333
a	1102.2183333333332	1102.245
a	1103.3816666666667	1103.4083333333333
a	1103.4083333333333	1103.435
a	1096.7626666666665	1096.7959999999996
a	1120.89	1120.9166666666667
a	1121.8366666666666	1121.8633333333332
a	1120.6933333333334	1120.72
a	1113.0466666666666	1113.0733333333333
a	1112.2166666666667	1112.2433333333333
a	1119.1566666666665	1119.1799999999996
a	1112.2433333333333	1112.27
a	1113.0733333333333	1113.1
a	1120.9166666666667	1120.9433333333334
a	1117.63	1117.6699999999996
a	1112.19	1112.2166666666667
a	1122.36	1122.3866666666663
a	1122.4133333333332	1122.4399999999996
a	1117.59	1117.63
a	1120.9433333333334	1120.97
a	1106.4023333333332	1106.4256666666663
a	1121.81	1121.8366666666666
a	1107.059	1107.089
a	1107.119	1107.149
a	1106.379	1106.4023333333332
a	1117.55	1117.59
a	1119.11	1119.1333333333332
a	1121.8633333333332	1121.89
a	1106.4256666666663	1106.4489999999996
a	1120.64	1120.6666666666667
a	1120.6666666666667	1120.6933333333334
a	1107.089	1107.119
a	1119.1333333333332	1119.1566666666665
a	1113.02	1113.0466666666666
a	1122.3866666666663	1122.4133333333332
a	1140.4523333333332	1140.4989999999998
a	1129.9836666666665	1130.0069999999996
a	1128.337	1128.3636666666666
a	1142.1823333333332	1142.2089999999996
a	1139.509	1139.539
a	1142.129	1142.1556666666665
a	1128.3636666666666	1128.3903333333333
a	1139.569	1139.599
a	1127.0236666666667	1127.0503333333334
a	1140.4056666666665	1140.4523333333332
a	1126.997	1127.0236666666667
a	1140.359	1140.4056666666665
a	1139.539	1139.569
a	1129.937	1129.9603333333332
a	1142.1556666666665	1142.1823333333332
a	1129.9603333333332	1129.9836666666665
a	1128.3903333333333	1128.417
a	1127.0503333333334	1127.077
a	1142.4223333333332	1142.4456666666665
a	1148.7176666666667	1148.7543333333333
a	1148.681	1148.7176666666667
a	1154.911	1154.941
a	1148.7543333333333	1148.7910000000002
a	1142.4456666666665	1142.4689999999996
a	1154.941	1154.971
a	1142.399	1142.4223333333332
a	1154.971	1155.001
