segment	debut	fin
A	2550.5229999999997	2550.553
A	2549.9429999999998	2549.9730000000004
A	2556.092333333333	2556.125666666667
A	2584.97	2584.9933333333333
A	2584.9933333333333	2585.016666666667
A	2581.4566666666665	2581.483333333333
A	2550.553	2550.583
A	2556.125666666667	2556.159
A	2549.913	2549.9429999999998
A	2550.583	2550.6129999999994
A	2549.883	2549.913
A	2581.483333333333	2581.51
A	2581.43	2581.4566666666665
A	2556.0589999999997	2556.092333333333
A	2585.016666666667	2585.0400000000004
A	2655.612	2655.6386666666667
A	2655.1386666666667	2655.165333333333
A	2633.2070000000003	2633.230333333333
A	2630.417	2630.433666666667
A	2633.230333333333	2633.253666666667
A	2671.796666666667	2671.820000000001
A	2655.165333333333	2655.192
A	2630.450333333333	2630.467000000001
A	2633.253666666667	2633.2770000000005
A	2629.5336666666667	2629.5569999999993
A	2655.112	2655.1386666666667
A	2630.433666666667	2630.450333333333
A	2671.773333333333	2671.796666666667
A	2655.665333333333	2655.692
A	2655.6386666666667	2655.665333333333
A	2629.487	2629.510333333333
A	2671.75	2671.773333333333
A	2629.510333333333	2629.5336666666667
A	2676.7	2676.71
A	2708.628666666667	2708.6720000000005
A	2676.71	2676.7200000000007
A	2676.7200000000007	2676.7300000000005
A	2684.8003333333336	2684.8236666666667
A	2684.8236666666667	2684.847000000001
A	2709.512	2709.5286666666666
A	2706.992	2707.0220000000004
A	2706.9320000000002	2706.962
A	2684.777	2684.8003333333336
A	2709.545333333333	2709.5619999999994
A	2709.5286666666666	2709.545333333333
A	2759.9440000000004	2759.974
A	2759.974	2760.004000000001
A	2708.585333333333	2708.628666666667
A	2708.542	2708.585333333333
A	2706.962	2706.992
A	2760.004000000001	2760.034000000001
A	2765.165	2765.205
A	2765.245	2765.285
A	2922.165	2922.185
A	2922.145	2922.165
A	2765.205	2765.245
A	2922.125	2922.145
A	2905.377	2905.400333333333
A	2905.400333333333	2905.423666666667
A	2905.423666666667	2905.447000000001
A	2972.662333333333	2972.6856666666663
A	2972.6856666666663	2972.7089999999994
A	2953.88	2953.913333333333
A	2950.8940000000002	2950.914
A	3066.739	3066.7723333333333
A	2950.934	2950.954
A	2949.940666666667	2949.954
A	2959.005	2959.0349999999994
A	2956.945	2956.975
A	2949.914	2949.927333333333
A	3047.235	3047.2616666666668
A	2948.550666666666	2948.5640000000003
A	2958.945	2958.975
A	2950.914	2950.934
A	3047.2616666666668	3047.288333333333
A	2956.975	2957.005
A	2953.913333333333	2953.9466666666667
A	3047.288333333333	3047.315
A	2958.975	2959.005
A	3066.7723333333333	3066.805666666666
A	2949.927333333333	2949.940666666667
A	2957.005	2957.0349999999994
A	2953.9466666666667	2953.98
A	2972.639	2972.662333333333
A	2948.537333333333	2948.550666666666
A	2948.5240000000003	2948.537333333333
A	3066.805666666666	3066.8390000000004
A	3116.6459999999997	3116.6659999999997
A	3114.2659999999996	3114.2859999999996
A	3107.2309999999998	3107.247666666666
A	3111.7670000000003	3111.780333333333
A	3203.579	3203.625666666667
A	3203.625666666667	3203.672333333333
A	3116.6059999999998	3116.6259999999997
A	3203.672333333333	3203.719
A	3107.264333333333	3107.2809999999995
A	3114.2859999999996	3114.3059999999996
A	3106.4276666666665	3106.454333333333
A	3109.153333333333	3109.18
A	3114.3059999999996	3114.3259999999996
A	3106.454333333333	3106.481
A	3206.268	3206.3413333333333
A	3106.401	3106.4276666666665
A	3109.1	3109.126666666666
A	3111.7936666666665	3111.8070000000002
A	3116.6259999999997	3116.6459999999997
A	3111.780333333333	3111.7936666666665
A	3107.247666666666	3107.264333333333
A	3109.126666666666	3109.153333333333
A	3206.3413333333333	3206.414666666666
A	3359.067	3359.097
A	3312.2129999999997	3312.263000000001
A	3312.113	3312.163
A	3301.394333333333	3301.4176666666663
A	3362.316	3362.329333333333
A	3360.507	3360.5169999999994
A	3206.414666666666	3206.488
A	3301.3709999999996	3301.394333333333
A	3360.487	3360.4970000000003
A	3359.0370000000003	3359.067
A	3359.097	3359.1270000000004
A	3360.4970000000003	3360.507
A	3362.329333333333	3362.3426666666664
A	3301.4176666666663	3301.4409999999993
A	3312.163	3312.2129999999997
A	3362.9159999999997	3362.9559999999997
A	3399.449	3399.465666666666
A	3399.119	3399.159
A	3443.4066666666668	3443.433333333333
A	3398.1540000000005	3398.180666666666
A	3398.2073333333333	3398.2340000000004
A	3362.9559999999997	3362.9959999999996
A	3398.180666666666	3398.2073333333333
A	3440.781	3440.8143333333333
A	3441.6043333333337	3441.6410000000005
A	3443.433333333333	3443.46
A	3442.4509999999996	3442.491
A	3442.4109999999996	3442.4509999999996
A	3399.079	3399.119
A	3399.482333333333	3399.4989999999993
A	3362.8759999999997	3362.9159999999997
A	3440.8143333333333	3440.847666666666
A	3362.3426666666664	3362.356
A	3442.491	3442.531
A	3440.847666666666	3440.881
A	3399.159	3399.199
A	3441.531	3441.567666666667
A	3399.465666666666	3399.482333333333
A	3443.38	3443.4066666666668
A	3441.567666666667	3441.6043333333337
A	3452.9586666666664	3453.032
A	3452.885333333333	3452.9586666666664
A	3476.176	3476.196
A	3464.303	3464.329666666666
A	3494.37	3494.43
A	3464.356333333333	3464.383
A	3458.103	3458.1330000000007
A	3476.156	3476.176
A	3458.1330000000007	3458.1630000000005
A	3494.25	3494.31
A	3458.073	3458.103
A	3494.31	3494.37
A	3464.329666666666	3464.356333333333
A	3452.812	3452.885333333333
A	3476.136	3476.156
a	3114.389333333333	3114.412666666667
a	3101.4363333333336	3101.459666666667
a	3114.366	3114.389333333333
a	3101.413	3101.4363333333336
a	3114.412666666667	3114.436000000001
a	3101.459666666667	3101.483000000001
a	3346.3109999999997	3346.361000000001
a	3301.761	3301.7909999999997
a	3303.570333333333	3303.597
a	3213.9363333333336	3213.959666666667
a	3346.907666666667	3346.9310000000005
a	3346.211	3346.261
a	3213.959666666667	3213.983000000001
a	3346.861	3346.884333333333
a	3347.051	3347.114333333333
a	3301.7909999999997	3301.821000000001
a	3301.821000000001	3301.851000000001
a	3346.884333333333	3346.907666666667
a	3347.114333333333	3347.177666666667
a	3303.5436666666665	3303.570333333333
a	3346.261	3346.3109999999997
a	3209.683	3209.7329999999997
a	3209.633	3209.683
a	3209.7329999999997	3209.783000000001
a	3347.177666666667	3347.2410000000004
a	3213.913	3213.9363333333336
a	3303.5170000000003	3303.5436666666665
a	3440.641	3440.6909999999993
a	3446.933333333333	3446.956666666667
a	3446.7566666666667	3446.780000000001
a	3443.7566666666667	3443.7833333333333
a	3446.7333333333336	3446.7566666666667
a	3443.7833333333333	3443.81
a	3446.91	3446.933333333333
a	3440.5409999999997	3440.591
a	3443.73	3443.7566666666667
a	3446.71	3446.7333333333336
a	3440.591	3440.641
a	3495.666666666666	3495.693333333333
