segment	debut	fin
A	1201.5033333333333	1201.53
A	1207.7803333333334	1207.8036666666667
A	1201.45	1201.4766666666667
A	1207.8036666666667	1207.827
A	1203.4966666666667	1203.53
A	1203.2566666666667	1203.29
A	1214.982	1214.992
A	1203.4633333333334	1203.4966666666667
A	1203.2233333333334	1203.2566666666667
A	1203.43	1203.4633333333334
A	1214.962	1214.972
A	1214.972	1214.982
A	1197.61	1197.6466666666665
A	1197.6466666666665	1197.6833333333334
A	1197.6833333333334	1197.7199999999998
A	1197.95	1197.98
A	1198.01	1198.04
A	1207.757	1207.7803333333334
A	1197.98	1198.01
A	1201.4766666666667	1201.5033333333333
A	1203.19	1203.2233333333334
A	1242.7473333333332	1242.774
A	1242.5873333333334	1242.6106666666667
A	1242.6106666666667	1242.634
A	1228.606	1228.6293333333333
A	1226.226	1226.256
A	1250.6989999999998	1250.7423333333334
A	1226.4460000000001	1226.4593333333332
A	1228.6526666666666	1228.6760000000002
A	1226.1960000000001	1226.226
A	1226.4593333333332	1226.4726666666666
A	1242.694	1242.7206666666666
A	1231.833	1231.8729999999996
A	1250.7423333333334	1250.7856666666667
A	1231.8729999999996	1231.9129999999998
A	1228.6293333333333	1228.6526666666666
A	1242.5639999999999	1242.5873333333334
A	1250.7856666666667	1250.829
A	1226.256	1226.2859999999996
A	1242.7206666666666	1242.7473333333332
A	1230.853	1230.863
A	1260.2910000000002	1260.3276666666666
A	1226.4726666666666	1226.486
A	1230.873	1230.883
A	1231.7930000000001	1231.833
A	1230.863	1230.873
A	1266.88	1266.89
A	1261.9113333333332	1261.9346666666665
A	1272.136	1272.146
A	1271.005	1271.0516666666667
A	1276.0993333333333	1276.1426666666666
A	1271.0983333333334	1271.145
A	1275.2226666666666	1275.246
A	1266.86	1266.87
A	1266.7833333333333	1266.8066666666666
A	1261.9346666666665	1261.958
A	1265.1	1265.11
A	1276.056	1276.0993333333333
A	1272.146	1272.156
A	1260.3276666666666	1260.3643333333332
A	1261.888	1261.9113333333332
A	1265.09	1265.1
A	1260.3643333333332	1260.4009999999996
A	1265.11	1265.12
A	1272.126	1272.136
A	1266.8066666666666	1266.83
A	1275.1993333333332	1275.2226666666666
A	1275.1760000000002	1275.1993333333332
A	1271.0516666666667	1271.0983333333334
A	1266.76	1266.7833333333333
A	1266.87	1266.88
A	1304.146	1304.1893333333333
A	1276.9360000000001	1276.9593333333332
A	1276.1426666666666	1276.1860000000001
A	1292.8596666666667	1292.883
A	1323.374	1323.3873333333333
A	1312.7236666666665	1312.7703333333334
A	1317.0636666666667	1317.0970000000002
A	1294.083	1294.103
A	1304.2326666666665	1304.2759999999996
A	1306.222	1306.2553333333333
A	1306.2553333333333	1306.2886666666666
A	1312.7703333333334	1312.8169999999998
A	1276.9593333333332	1276.9826666666665
A	1312.6770000000001	1312.7236666666665
A	1323.3873333333333	1323.4006666666667
A	1294.123	1294.143
A	1306.2886666666666	1306.322
A	1316.997	1317.0303333333334
A	1292.813	1292.8363333333334
A	1304.1893333333333	1304.2326666666665
A	1276.9826666666665	1277.006
A	1292.8363333333334	1292.8596666666667
A	1317.0303333333334	1317.0636666666667
A	1323.4006666666667	1323.414
A	1294.103	1294.123
A	1323.5573333333332	1323.6006666666665
A	1323.9673333333333	1323.994
A	1325.7206666666666	1325.754
A	1323.914	1323.9406666666666
A	1367.8593333333333	1367.9026666666666
A	1323.6006666666665	1323.6439999999998
A	1367.9026666666666	1367.9460000000001
A	1331.524	1331.534
A	1330.4873333333333	1330.5206666666666
A	1346.085	1346.1116666666667
A	1371.2820000000002	1371.3220000000001
A	1325.6873333333333	1325.7206666666666
A	1330.454	1330.4873333333333
A	1346.1383333333333	1346.165
A	1326.434	1326.474
A	1330.5206666666666	1330.554
A	1331.534	1331.544
A	1326.474	1326.514
A	1371.2420000000002	1371.2820000000002
A	1346.1116666666667	1346.1383333333333
A	1323.9406666666666	1323.9673333333333
A	1323.514	1323.5573333333332
A	1326.394	1326.434
A	1325.654	1325.6873333333333
A	1331.544	1331.554
A	1367.816	1367.8593333333333
A	1408.3266666666666	1408.37
A	1417.471	1417.494333333333
A	1408.283333333333	1408.3266666666666
A	1397.0753333333332	1397.0986666666665
A	1381.3339999999998	1381.364
A	1376.101	1376.141
A	1417.494333333333	1417.5176666666666
A	1397.0986666666665	1397.1219999999996
A	1408.24	1408.283333333333
A	1376.181	1376.221
A	1381.364	1381.394
A	1417.5176666666666	1417.5410000000002
A	1396.4920000000002	1396.5020000000002
A	1425.846	1425.856
A	1397.0520000000001	1397.0753333333332
A	1425.836	1425.846
A	1415.029	1415.049
A	1381.394	1381.424
A	1415.049	1415.069
A	1371.3220000000001	1371.362
A	1415.009	1415.029
A	1376.141	1376.181
A	1396.4720000000002	1396.4820000000002
A	1425.856	1425.866
A	1396.4820000000002	1396.4920000000002
A	1433.4229999999998	1433.453
A	1427.896	1427.919333333333
A	1427.919333333333	1427.9426666666666
A	1446.233	1446.243
A	1427.9426666666666	1427.9660000000001
A	1437.4229999999998	1437.453
A	1434.1629999999998	1434.1729999999998
