segment	debut	fin
A	1697.649666666667	1697.6729999999998
A	1697.6029999999998	1697.6263333333334
A	1721.3053333333332	1721.332
A	1697.983	1698.0196666666666
A	1697.6263333333334	1697.649666666667
A	1750.638333333333	1750.6516666666666
A	1742.214	1742.2606666666666
A	1721.2520000000002	1721.2786666666666
A	1750.625	1750.638333333333
A	1742.3073333333332	1742.3539999999996
A	1750.6516666666666	1750.665
A	1721.2786666666666	1721.3053333333332
A	1698.0563333333332	1698.0929999999996
A	1698.0196666666666	1698.0563333333332
A	1751.965	1751.985
A	1751.925	1751.945
A	1751.945	1751.965
A	1742.2606666666666	1742.3073333333332
A	1764.055	1764.075
A	1763.835	1763.851666666667
A	1759.6616666666666	1759.688333333333
A	1769.2979999999998	1769.328
A	1759.635	1759.6616666666666
A	1774.516	1774.5293333333334
A	1752.6416666666669	1752.685
A	1763.025	1763.051666666667
A	1775.086	1775.109333333333
A	1763.868333333333	1763.885
A	1752.4816666666666	1752.505
A	1763.851666666667	1763.868333333333
A	1752.555	1752.5983333333334
A	1774.5293333333334	1774.542666666667
A	1759.688333333333	1759.715
A	1752.435	1752.458333333333
A	1774.542666666667	1774.556
A	1769.328	1769.358
A	1769.2679999999998	1769.2979999999998
A	1776.506	1776.526
A	1752.458333333333	1752.4816666666666
A	1775.109333333333	1775.1326666666666
A	1776.526	1776.546
A	1764.015	1764.035
A	1763.0783333333334	1763.105
A	1752.5983333333334	1752.6416666666669
A	1763.051666666667	1763.0783333333334
A	1764.035	1764.055
A	1775.1326666666666	1775.156
A	1817.789	1817.829
A	1818.592333333333	1818.629
A	1797.355	1797.365
A	1800.092	1800.1153333333334
A	1800.948666666667	1800.965333333333
A	1817.7089999999998	1817.749
A	1793.7883333333334	1793.811666666667
A	1814.602333333333	1814.6356666666666
A	1776.546	1776.566
A	1818.5556666666666	1818.592333333333
A	1800.138666666667	1800.162
A	1814.0556666666666	1814.079
A	1800.965333333333	1800.9820000000002
A	1814.009	1814.032333333333
A	1814.569	1814.602333333333
A	1818.519	1818.5556666666666
A	1814.032333333333	1814.0556666666666
A	1817.749	1817.789
A	1793.765	1793.7883333333334
A	1797.365	1797.375
A	1793.811666666667	1793.835
A	1777.993	1778.003
A	1814.6356666666666	1814.669
A	1778.003	1778.013
A	1800.932	1800.948666666667
A	1820.4489999999998	1820.465666666667
A	1797.375	1797.385
A	1777.983	1777.993
A	1800.1153333333334	1800.138666666667
A	1841.4543333333331	1841.477666666667
A	1828.2060000000001	1828.2293333333328
A	1828.2293333333328	1828.2526666666665
A	1842.141	1842.167666666667
A	1834.9360000000001	1834.9660000000001
A	1833.2793333333332	1833.302666666667
A	1841.5876666666666	1841.6143333333328
A	1841.5610000000001	1841.5876666666666
A	1820.4823333333331	1820.499
A	1834.996	1835.026
A	1831.4226666666666	1831.4460000000001
A	1833.256	1833.2793333333332
A	1841.477666666667	1841.501
A	1842.1943333333331	1842.221
A	1869.745666666667	1869.769
A	1869.6989999999998	1869.7223333333332
A	1831.376	1831.399333333333
A	1828.2526666666665	1828.276
A	1834.9660000000001	1834.996
A	1831.399333333333	1831.4226666666666
A	1869.7223333333332	1869.745666666667
A	1820.465666666667	1820.4823333333331
A	1833.9460000000001	1833.976
A	1841.6143333333328	1841.641
A	1834.006	1834.036
A	1841.431	1841.4543333333331
A	1833.302666666667	1833.326
A	1842.167666666667	1842.1943333333331
A	1833.976	1834.006
A	1874.9726666666666	1874.996
A	1882.151	1882.171
A	1874.356	1874.379333333333
A	1881.0376666666666	1881.054333333333
A	1874.4026666666666	1874.4260000000002
A	1898.6429999999998	1898.6529999999998
A	1882.191	1882.211
A	1872.5256666666667	1872.609
A	1874.9493333333328	1874.9726666666666
A	1881.4243333333332	1881.451
A	1881.921	1881.937666666667
A	1881.397666666667	1881.4243333333332
A	1875.1860000000001	1875.2060000000001
A	1881.937666666667	1881.9543333333331
A	1898.6329999999998	1898.6429999999998
A	1875.1660000000002	1875.1860000000001
A	1881.054333333333	1881.0710000000001
A	1900.477	1900.5003333333332
A	1872.359	1872.4423333333327
A	1875.2060000000001	1875.226
A	1872.4423333333327	1872.5256666666667
A	1874.9260000000002	1874.9493333333328
A	1881.371	1881.397666666667
A	1882.171	1882.191
A	1874.379333333333	1874.4026666666666
A	1881.9543333333331	1881.971
A	1898.6229999999998	1898.6329999999998
A	1900.5003333333332	1900.523666666667
A	1881.021	1881.0376666666666
A	1942.374	1942.4106666666669
A	1941.157333333333	1941.2006666666666
A	1903.148333333333	1903.1616666666666
A	1970.9616666666666	1970.9883333333328
A	1942.4106666666669	1942.447333333333
A	1900.6370000000002	1900.6670000000001
A	1937.5839999999998	1937.594
A	1941.564	1941.584
A	1903.135	1903.148333333333
A	1916.5870000000002	1916.620333333333
A	2001.8470000000002	2001.8670000000002
A	1941.2006666666666	1941.244
A	1903.1616666666666	1903.175
A	1900.523666666667	1900.547
A	1970.935	1970.9616666666666
A	1941.524	1941.544
A	1941.544	1941.564
A	1942.447333333333	1942.484
A	1937.5739999999998	1937.5839999999998
A	2001.8670000000002	2001.8870000000002
A	1916.620333333333	1916.6536666666666
A	1937.5639999999999	1937.5739999999998
A	1900.6670000000001	1900.6970000000001
A	1916.6536666666666	1916.6870000000001
A	1970.9883333333328	1971.015
A	2001.8270000000002	2001.8470000000002
A	1900.6070000000002	1900.6370000000002
A	1941.114	1941.157333333333
A	2021.388	2021.408
A	2021.348	2021.368
A	2021.368	2021.388
a	1474.1533333333332	1474.1799999999996
a	1474.4333333333334	1474.456666666667
a	1474.41	1474.4333333333334
a	1474.1	1474.1266666666666
a	1474.456666666667	1474.48
a	1473.823333333333	1473.86
a	1473.75	1473.7866666666666
a	1474.1266666666666	1474.1533333333332
a	1473.7866666666666	1473.823333333333
a	1502.9903333333334	1503.013666666667
a	1504.4136666666666	1504.4370000000001
a	1509.840333333333	1509.8636666666666
a	1515.671	1515.707666666667
a	1504.3670000000002	1504.390333333333
a	1478.996666666667	1479.02
a	1507.3936666666666	1507.4170000000001
a	1515.3843333333332	1515.4109999999996
a	1516.8010000000002	1516.8243333333332
a	1515.744333333333	1515.781
a	1504.390333333333	1504.4136666666666
a	1509.817	1509.840333333333
a	1515.3310000000001	1515.3576666666665
a	1509.8636666666666	1509.8870000000002
a	1503.013666666667	1503.037
a	1516.8243333333332	1516.8476666666666
a	1507.3470000000002	1507.370333333333
a	1478.9733333333334	1478.996666666667
a	1510.067	1510.110333333333
a	1507.370333333333	1507.3936666666666
a	1515.3576666666665	1515.3843333333332
a	1516.8476666666666	1516.871
a	1510.110333333333	1510.1536666666666
a	1478.95	1478.9733333333334
a	1510.1536666666666	1510.1970000000001
a	1515.707666666667	1515.744333333333
a	1502.967	1502.9903333333334
a	1520.299	1520.3756666666666
a	1542.797	1542.820333333333
a	1523.9736666666665	1524.0269999999996
a	1542.8436666666666	1542.8670000000002
a	1518.3210000000001	1518.351
a	1520.4523333333332	1520.5289999999998
a	1523.8670000000002	1523.920333333333
a	1520.3756666666666	1520.4523333333332
a	1547.227	1547.253666666667
a	1518.2910000000002	1518.3210000000001
a	1542.820333333333	1542.8436666666666
a	1518.351	1518.381
a	1523.920333333333	1523.9736666666665
a	1575.019	1575.049
a	1549.4479999999999	1549.474666666667
a	1575.049	1575.079
a	1575.572333333333	1575.599
a	1549.5013333333334	1549.5279999999998
a	1580.839	1580.8656666666666
a	1575.519	1575.5456666666666
a	1547.2803333333334	1547.307
a	1580.8923333333332	1580.919
a	1547.253666666667	1547.2803333333334
a	1580.8656666666666	1580.8923333333332
a	1581.2123333333334	1581.235666666667
a	1581.235666666667	1581.259
a	1575.079	1575.109
a	1581.1889999999999	1581.2123333333334
a	1549.474666666667	1549.5013333333334
a	1575.5456666666666	1575.572333333333
a	1631.5620000000001	1631.592
a	1592.0279999999998	1592.054666666667
a	1636.0653333333332	1636.092
a	1636.0120000000002	1636.0386666666666
a	1600.8053333333332	1600.8286666666665
a	1592.054666666667	1592.081333333333
a	1631.2186666666666	1631.245333333333
a	1633.275333333333	1633.2986666666666
a	1631.6219999999996	1631.6519999999996
a	1597.753	1597.7796666666666
a	1597.8063333333332	1597.833
a	1631.245333333333	1631.2720000000002
a	1631.592	1631.6219999999996
a	1634.025333333333	1634.0486666666666
a	1600.7820000000002	1600.8053333333332
a	1633.2986666666666	1633.3220000000001
a	1592.081333333333	1592.108
a	1631.192	1631.2186666666666
a	1633.2520000000002	1633.275333333333
a	1600.8286666666665	1600.852
a	1636.0386666666666	1636.0653333333332
a	1634.0020000000002	1634.025333333333
a	1634.0486666666666	1634.0720000000001
a	1597.7796666666666	1597.8063333333332
a	1645.8729999999998	1645.9163333333331
a	1649.14	1649.1733333333334
a	1645.9596666666666	1646.003
a	1645.9163333333331	1645.9596666666666
a	1640.1346666666666	1640.1613333333332
a	1649.1733333333334	1649.206666666667
a	1649.206666666667	1649.24
a	1640.1613333333332	1640.188
a	1640.108	1640.1346666666666
a	1655.79	1655.82
a	1664.4360000000001	1664.4660000000001
a	1664.376	1664.406
a	1654.47	1654.5
a	1660.046	1660.072666666667
a	1656.52	1656.5766666666666
a	1663.276	1663.3093333333334
a	1660.099333333333	1660.126
a	1656.6333333333332	1656.6899999999996
a	1654.5	1654.53
a	1664.406	1664.4360000000001
a	1656.5766666666666	1656.6333333333332
a	1655.82	1655.85
a	1654.44	1654.47
a	1663.342666666667	1663.376
a	1655.85	1655.88
a	1663.3093333333334	1663.342666666667
a	1660.072666666667	1660.099333333333
a	1675.023	1675.073
a	1680.7613333333334	1680.7879999999998
a	1682.2613333333334	1682.284666666667
a	1679.390666666667	1679.417333333333
a	1680.828	1680.861333333333
a	1675.1229999999996	1675.1729999999998
a	1682.4879999999998	1682.5113333333334
a	1680.7079999999999	1680.734666666667
a	1680.861333333333	1680.8946666666666
a	1682.284666666667	1682.308
a	1679.417333333333	1679.444
a	1680.8946666666666	1680.928
a	1682.5113333333334	1682.534666666667
a	1679.364	1679.390666666667
a	1682.534666666667	1682.558
a	1675.073	1675.1229999999996
a	1682.2379999999998	1682.2613333333334
a	1682.6979999999999	1682.7313333333334
a	1680.734666666667	1680.7613333333334
a	1688.6936666666666	1688.727
a	1687.537	1687.5770000000002
a	1684.5936666666666	1684.6170000000002
a	1688.9736666666665	1689.0003333333332
a	1684.570333333333	1684.5936666666666
a	1682.764666666667	1682.7979999999998
a	1689.0003333333332	1689.0269999999996
a	1688.6270000000002	1688.660333333333
a	1687.497	1687.537
a	1684.4070000000002	1684.4370000000001
a	1682.7313333333334	1682.764666666667
a	1684.3770000000002	1684.4070000000002
a	1687.5770000000002	1687.6170000000002
a	1688.660333333333	1688.6936666666666
a	1684.547	1684.570333333333
a	1688.9470000000001	1688.9736666666665
a	1684.4370000000001	1684.467
a	1689.1770000000001	1689.2036666666665
a	1693.957666666667	1693.981
a	1693.9343333333334	1693.957666666667
a	1693.0910000000001	1693.121
a	1693.0610000000001	1693.0910000000001
a	1689.2036666666665	1689.2303333333332
a	1691.483	1691.506333333333
a	1691.5296666666666	1691.553
a	1693.911	1693.9343333333334
a	1689.2303333333332	1689.2569999999996
a	1691.506333333333	1691.5296666666666
a	1693.031	1693.0610000000001
