son	temps_debut	temps_fin	f0_milieuV	f0_mean	intensite_milieuV	intensite_mean
a	2517.1839999999997	2517.274	113.65299847607963	114.54075254557577	67.32531720983081	65.6323024730055
a	2525.0660000000003	2525.176	122.86529060197641	122.09989236149858	70.75117460814134	69.86204351666622
a	2540.466	2540.536	89.53411061639763	90.19243473510358	59.375262729148965	59.03424785614664
a	2516.854	2516.944	122.74769975691596	122.57448858817378	68.23293903816756	67.62025910020648
a	2545.561	2545.651	99.2730631589452	98.2264256137855	61.150204995248075	60.7843275631019
a	2518.656	2518.826	99.62958304730063	99.34988455222265	51.757787179127675	50.73116511203443
a	2515.444	2515.514	110.17865818849398	111.3669302842777	69.68547390575341	69.32330828289501
a	2590.031	2590.101	--undefined--	--undefined--	53.048092749155735	53.49236672169053
a	2572.781	2572.911	96.35829351920354	97.00564515000023	64.7811369820346	63.054968419426984
a	2793.849	2793.9390000000003	85.6748791625401	85.04119421779966	63.52061599993164	63.47537030303121
a	2625.3340000000003	2625.4440000000004	91.62607295639357	97.56005352192909	60.236591022115256	61.99771923484114
a	2791.2790000000005	2791.3590000000004	124.82534211315374	125.2271758899846	71.53371874263419	69.9917704900702
a	2618.361	2618.4410000000003	118.41410680849867	120.17895211514578	63.81409410451618	62.200999799537215
a	2794.8790000000004	2794.9590000000003	110.3651881893114	112.2103803190085	69.57240863187181	68.76058598456993
a	2586.991	2587.061	104.58966500411115	108.22413977838602	63.68140197884805	63.725958185105746
a	2797.8990000000003	2797.9790000000003	114.28865899874417	113.2539225826099	59.8661014793926	59.39746900636508
a	2778.185	2778.275	131.85859824728044	128.01297142447794	70.05596412333239	67.98772864314006
a	2578.904	2578.984	150.02861489250543	144.9066959901771	69.41524499775194	68.47593688058073
a	2790.9590000000003	2791.039	--undefined--	97.14969344402034	67.9234665313235	66.15947186298219
a	2575.551	2575.651	131.12081974371304	124.46145065390725	53.04424067050134	56.77992340938111
a	2607.6479999999997	2607.728	91.79979105423736	91.56882922370451	53.44392758221996	54.57980076237709
a	2557.354	2557.424	--undefined--	--undefined--	53.82835262496325	52.6055876282516
a	2807.597	2807.667	98.92273846388032	99.44263584320578	63.488929484877175	62.626328048050546
a	2795.1690000000003	2795.2490000000003	118.30511260066324	119.26505439166836	68.02267779492117	67.52760620036706
a	2655.8590000000004	2655.9390000000003	109.98483835559945	111.81250263552984	67.47127148459029	66.52270661426687
a	2806.797	2807.0170000000003	134.0281034809641	134.82027915530492	64.80239968901768	65.29377762506809
a	2617.911	2618.001	119.19807904866997	118.71108195800299	66.30722923474279	63.867526246416844
a	2615.413	2615.493	104.7609380781767	104.23774193720246	64.40622418461989	63.13487971193006
a	2570.41	2570.6	--undefined--	91.16229766175607	60.57157781333163	60.957368228859195
a	2546.141	2546.221	106.86112164535946	107.23161903946387	66.06785554798988	66.02808838947203
a	2599.028	2599.1679999999997	99.69511565191692	98.14875372159712	58.27341626593527	59.161929343537494
a	2863.603	2863.6929999999998	99.80820940419223	91.62386405390173	44.96018582065381	49.45707539410128
a	2872.065	2872.165	98.54907666016932	99.1714756089259	63.89490651400886	63.702015034619144
a	2883.2790000000005	2883.3590000000004	83.35777367338201	85.52314334727139	57.911556423368374	59.03100329844353
a	2812.4040000000005	2812.4840000000004	110.54903616982608	111.01156435382858	64.8877120094399	63.900185366932234
a	2848.238	2848.308	116.00355768802815	115.07779381278488	68.4258498313331	67.40356605052301
a	2843.235	2843.305	91.4146859242835	91.39559732610312	55.541683822548826	54.144184219249496
a	2846.978	2847.078	107.12462554624561	106.8873079691108	66.667835108588	65.5707353711854
a	2876.823	2876.903	117.20882103527244	114.3741249980022	64.64718180914387	63.46485090407282
a	2821.562	2821.6420000000003	88.57351686204382	87.66711890345145	55.89122565701005	55.28842061636914
a	2879.063	2879.2929999999997	101.36665261153519	97.58386803046922	63.52990526895125	63.189079486277635
a	2843.825	2843.985	77.91669903272225	80.12987050939466	59.28603813124697	60.514207651655525
a	2853.158	2853.258	--undefined--	133.60999839362438	59.51482254621357	61.381024989288036
a	2839.655	2839.805	133.77021116782177	134.40876350667884	70.21399165446256	70.56209794210272
a	2868.535	2868.625	101.92098914350622	100.83216964308522	64.22499763526842	66.01382114581301
a	2868.055	2868.185	133.64521477617131	128.77549699278717	79.49325514086065	76.46639116723507
a	2821.032	2821.1020000000003	113.76311998930802	113.24241298299813	63.85887922592488	63.37405475909474
a	2854.188	2854.268	132.50386712872228	132.49852561630854	61.23410544340498	60.9138147177023
a	2848.498	2848.578	113.06690865682955	113.07739135807653	67.85944223216656	66.91738419669684
a	2857.4429999999998	2857.513	90.10313632216068	91.25509623602652	59.150417143419226	58.646595228469714
a	2829.5690000000004	2829.639	124.80690544369386	125.82455688874755	59.69391505922087	60.59180779784924
a	2850.688	2850.8379999999997	129.77744537836384	125.26672552466556	72.37684260668978	71.17312936692743
a	2863.183	2863.263	88.54981882792283	88.90943787872014	62.01363341867648	60.30329232859746
a	2844.365	2844.475	125.94971100377721	127.60238145518768	65.33236442079681	64.12182120507056
a	2852.598	2852.6679999999997	157.03766085773898	158.94036062993953	63.102372980696416	62.41112427358766
A	2080.407	2080.4570000000003	79.62546068473502	82.1647910988958	45.400932563570144	45.416085089422225
A	2116.786	2116.906	90.35739860883982	91.15064696293736	56.926904223706494	55.70275896092821
A	2120.777	2120.867	95.05614268745113	95.46330326813845	56.534230641441006	55.48652347632267
A	2078.596	2078.676	86.9709745934112	88.7841736380512	57.404491112903806	56.819853940426725
A	2105.475	2105.555	--undefined--	82.28589244892756	46.883342357329234	48.05462481157669
A	2120.617	2120.697	95.2778463497413	94.59841628783582	58.71324745432932	57.1845771072963
A	2114.926	2115.0660000000003	101.16864951737705	100.08470446087853	64.4236245575668	63.041907287158395
A	2115.886	2115.976	102.10507836986095	100.6522770129447	62.72210206453587	62.01227450378361
A	2162.03	2162.14	88.54561119831888	90.17781623770101	51.4081981712106	51.025385966928745
A	2121.417	2121.447	93.15845247071451	91.10061203022751	45.2977211451016	45.06978044826503
A	2188.993	2189.053	133.32358379073375	132.00955468286324	61.71812617827896	60.79076578169505
A	2125.367	2125.437	100.85151443687603	100.77597915650651	65.6179180426329	64.41885335941979
A	2154.198	2154.298	152.97274376501466	149.4090586944429	71.20989808864833	70.34544561707664
A	2145.591	2145.701	95.81334326169464	95.29545496465937	49.58411396184828	51.28249413532348
A	2179.9339999999997	2179.994	110.15042079472751	108.90463447167387	58.67480009212067	57.455492583667265
A	2143.591	2143.621	100.46042244979154	99.31069162124152	55.499297703693024	54.93907539846298
A	2138.985	2139.095	88.23919211167893	87.39911652314761	52.431096698345385	52.41391754293778
A	2179.094	2179.154	97.55452472821733	96.85040612367403	51.76910774618389	50.69769536916431
A	2129.9410000000003	2130.081	109.80892439536059	109.97994074462085	59.58266551135444	57.72367651015196
A	2155.078	2155.158	115.04845728035187	115.83409420042706	60.65816545160381	59.49193286989878
A	2126.867	2126.927	95.72132277912921	95.8624555731935	60.78743414961384	60.61864004135757
A	2141.881	2141.911	77.43706956317496	78.82865873732969	45.69438390548759	45.72864231923427
A	2190.0029999999997	2190.033	93.49882805835975	92.47020561224727	51.518456956980835	51.01447330820335
A	2120.897	2120.9970000000003	95.0269506178422	95.8630365814516	57.883414831151285	57.53106082902104
A	2287.192	2287.262	99.14215791394649	99.14231880682037	51.239976852098295	50.87956227642874
A	2291.584	2291.654	102.17280941559744	101.62011712392051	54.61598194782469	53.86650313569121
A	2308.328	2308.3979999999997	109.59769062453014	108.09765339342036	60.05213687925053	58.833302631700036
A	2220.388	2220.4179999999997	89.96809884386	92.05844295949957	61.53372826449097	61.61180402552355
