son	temps_debut	temps_fin	f0_milieuV	f0_mean	intensite_milieuV	intensite_mean
a	2148.751	2148.831	183.1085853620504	183.5437120443061	79.06863204665382	77.26513655092467
a	2157.869	2157.939	117.0672345838362	116.6371081634568	70.72577368275394	69.91859185033061
a	2152.891	2152.991	187.3797581814826	195.11115256712276	74.84812547549352	73.48510259716358
a	2169.007	2169.147	188.26007245851503	201.5969900739396	73.15547321649764	71.4271091476302
a	2163.593	2163.673	139.31437862937892	138.35916105244752	75.73025350404376	75.43455846565026
a	2157.169	2157.239	126.60047512112081	125.62718403119324	72.43120365288337	71.43481057929688
a	2171.394	2171.474	100.23451082296941	99.80548304836694	73.72805231104407	72.10129924048154
a	2186.758	2186.9179999999997	152.22266922540976	157.68206626220874	73.70858631339493	69.44682999595729
a	2253.19	2253.27	148.11345251576427	145.859144757021	81.63415322150252	80.77481793554921
a	2176.564	2176.694	101.56649364682211	102.84816511697872	69.95763173430697	69.6397501023815
a	2181.998	2182.078	103.70669667854187	102.48206642449928	64.92725369136937	64.40181471515564
a	2258.677	2258.7870000000003	135.67509152159727	134.66692639250599	64.94358253524564	64.72615245384614
a	2271.97	2272.05	112.60633379330248	112.58776019664312	69.86979778765951	68.77109377405886
a	2266.137	2266.217	174.36032125235414	173.33851781761726	65.36279581933269	64.2822984619287
a	2180.1279999999997	2180.198	186.8302728633708	186.48669610401086	68.4156709250018	67.95535535899988
a	2184.158	2184.298	132.003813770395	130.09086193167633	76.64250898981973	75.03911605500986
a	2181.5879999999997	2181.658	154.161258781681	151.11401435001235	71.01678634207994	70.51799516654855
a	2275.77	2275.88	123.62346335840185	122.20998818369131	68.87860420098988	67.56295489848013
a	2270.86	2271.02	107.19975917770391	107.70090324363208	70.03035963750126	69.54505335295168
a	2266.337	2266.4970000000003	112.84811553393014	114.66440245578028	51.47319102899621	53.68602954623164
a	2224.178	2224.258	109.08766550325586	109.55782338762714	69.54491300395205	69.4309289090034
a	2271.07	2271.15	107.35259273428419	106.89831688160301	73.96560141764563	72.5114033590152
a	2175.514	2175.584	105.72248007141745	106.64355042476726	71.03838473797885	70.29993562319895
a	2185.3779999999997	2185.468	110.23648185460411	104.37665013200939	54.898032932855926	54.93583097555004
a	2261.717	2261.8070000000002	105.90737867761302	105.26244804034607	64.85938871669528	64.44650180135784
a	2262.187	2262.257	180.41708428387588	178.51409629627955	66.42883675374127	65.60187523529886
a	2284.075	2284.185	186.95655442019685	184.4795611144054	71.62825578347017	70.10805228738703
a	2426.394	2426.484	165.74611778892344	162.5556515192109	76.07548133110713	74.92191699398413
a	2386.138	2386.278	147.93088793575123	152.5718058230276	83.29034329604332	84.09361971869299
a	2401.9610000000002	2402.031	100.89277077219135	99.56638248861563	65.19807617113439	64.4563027747348
a	2428.6639999999998	2428.734	124.60527485503194	124.49359106809615	76.94022885071723	76.19725035397813
a	2307.48	2307.57	--undefined--	--undefined--	40.730236279716664	40.48376131302579
a	2283.365	2283.535	119.07492479571914	122.80381559662693	66.20395055785987	65.50300657066896
a	2422.994	2423.074	172.66839060768748	170.042659370126	80.87416848663878	80.3234681888544
a	2308.78	2308.9	218.9186934864584	209.06633904944064	72.41425388671108	70.44546049008001
a	2423.294	2423.384	133.42804793890676	132.99734782776613	80.54761996569347	78.52377456044094
a	2311.814	2311.894	106.67913137306329	104.9076170725724	67.85949093663707	66.05381048539228
a	2298.7329999999997	2298.803	165.42541381080414	165.65361840080467	74.660571750944	74.07869867025097
a	2310.4139999999998	2310.564	138.988404229776	133.90560187021842	72.33079120381034	69.12625521744442
a	2286.015	2286.085	152.55389847452042	154.5492337651077	68.38674633155891	67.98954017104651
a	2298.303	2298.373	182.26027036299584	182.530602035512	80.7693947875641	79.2029130364658
a	2403.645	2403.745	101.63889533142707	101.75100745779554	65.33960454257223	65.07630563285902
a	2325.038	2325.1479999999997	138.63163098862154	137.5681769872385	70.26400293561486	68.87230370314686
a	2286.725	2286.965	172.11023410665658	169.51168683520945	71.79232880091783	70.59374906289465
a	2429.334	2429.4139999999998	133.10579394995986	133.84174541618535	74.3790545803588	73.2829865059852
a	2475.404	2475.554	--undefined--	--undefined--	48.57727828871643	54.61515462738908
a	2469.919	2470.009	161.51510155060902	162.8668448577289	62.00077918125314	60.80474550535552
a	2486.687	2486.8070000000002	133.18684701199405	130.2128072305488	79.05473296835848	77.24285222977548
a	2480.325	2480.415	--undefined--	549.1424295809125	29.411976374562727	39.75385627995124
a	2474.9339999999997	2475.004	150.8823222828887	149.33550571587782	64.6812369360236	63.55761721053553
a	2429.644	2429.714	139.13693423889953	138.90989478742472	72.56540335726076	71.3182976450737
a	2475.1839999999997	2475.284	112.75110776026949	162.93094260371836	67.882416400515	66.80796589694009
a	2456.798	2456.938	141.17169575661657	142.22056045019588	82.0328538242034	80.40152372084783
a	2470.819	2470.889	131.12765005878518	131.89062429465957	74.7261177527166	73.55661280147976
a	2471.904	2471.984	144.93412878016304	145.21396717197035	69.55252944163973	68.7822927894405
A	2303.5170000000003	2303.567	120.44058205443729	121.38834412031844	67.78385019406497	67.71802649968463
A	2330.408	2330.448	96.29580041915195	103.20321910623919	59.881678848947	60.05202012404062
A	2302.137	2302.167	460.15985538142996	460.8153088975086	59.96043868993769	61.79822517543037
A	2329.158	2329.218	--undefined--	183.1101613316502	68.65002921073074	67.83599158246928
A	2426.064	2426.154	163.07263360380028	162.9042590154775	73.65542594124604	72.66464102901585
A	2323.488	2323.538	99.83360312340318	99.71969868050611	61.61051414083011	61.29592539657237
A	2311.724	2311.784	105.924410917665	106.61900469366107	66.31233341171408	65.97339533916633
