son	temps_debut	temps_fin	f0_milieuV	f0_mean	intensite_milieuV	intensite_mean
A	1267.1283333333333	1267.165	134.40575495376186	133.50021753636545	60.18989045207436	59.423762215439325
A	1270.708	1270.738	--undefined--	--undefined--	52.422413345395555	54.92804128112989
A	1261.774	1261.804	97.2761579948742	97.48011024474195	50.49966916237578	50.415667309117865
A	1261.8339999999996	1261.8639999999998	102.58096578345751	103.24021938537103	40.74749785946632	41.03463115457738
A	1270.738	1270.768	115.10261187025934	115.52138627441813	66.34038835670144	65.46617472719214
A	1267.055	1267.0916666666667	130.22075347117692	129.98248454525884	61.31597937100438	60.666239431616944
A	1267.0916666666667	1267.1283333333333	129.09301924326542	129.6984102558007	60.15624257961394	60.59209750182468
A	1261.804	1261.8339999999996	99.2225565863144	99.475536714878	45.987229057458684	46.28564342461675
A	1273.3546666666666	1273.388	150.74618849345288	150.17765276950306	58.02136067746497	58.40413031282836
A	1274.788	1274.818	96.89738570157267	100.78823840924004	63.93893333254817	63.8932923570274
A	1274.9913333333334	1275.018	115.46973969461887	114.79276467652234	55.08020784580567	55.718662555522215
A	1276.4946666666667	1276.528	105.48924800042846	105.27912349551919	53.36341003860528	53.06874582546733
A	1274.758	1274.788	--undefined--	--undefined--	59.455142836592614	59.78975953207532
A	1270.768	1270.798	115.99417404129706	116.27831059644326	60.394059082731445	61.43270581293774
A	1274.9646666666667	1274.9913333333334	116.33210223810407	116.28292298388338	60.91218914839099	60.272700010522314
A	1273.288	1273.3213333333333	149.397626134192	149.46338675796412	64.85737525124647	64.90027459904744
A	1274.938	1274.9646666666667	114.36792854314014	113.9374830256778	53.53358167137774	54.88646448436776
A	1274.818	1274.848	118.83469317737037	118.14919886184063	63.3831265270314	63.08677630511588
A	1273.3213333333333	1273.3546666666666	152.06694837979725	152.20810291900077	63.85324912592654	63.66613478686762
A	1276.4613333333334	1276.4946666666667	105.58776127720337	105.66382555082173	54.97839722792006	54.9251560096298
A	1276.428	1276.4613333333334	107.56037024147724	107.48430302546099	55.37972194421872	55.3116559827844
A	1281.4	1281.45	--undefined--	123.05886371306511	38.702783184444826	46.04329269882824
A	1296.74	1296.81	111.00006487716291	110.8102748074108	63.6316014130528	62.46265833163375
A	1290.925	1290.9483333333333	141.5157846395167	141.38845938463444	62.76306026091316	62.59411483891071
A	1292.6616666666666	1292.675	103.79167808872793	103.73933289083783	45.61537125972186	45.60996176499667
A	1296.88	1296.9499999999996	104.56457795536878	104.36946266330555	57.509165342919744	57.04539087282753
A	1292.635	1292.6483333333333	--undefined--	--undefined--	47.94720148540839	47.70426374980779
A	1290.9483333333333	1290.9716666666666	144.78790010161842	144.69910642539642	63.19599622990966	63.06153233466561
A	1281.45	1281.5	110.40641857480853	113.083067633341	50.37925525866421	50.1983288767407
A	1290.9716666666666	1290.995	145.61788586733817	143.37825708559294	59.68584678230012	59.76035010226282
A	1292.6483333333333	1292.6616666666666	101.3204739088108	101.30852829639026	47.25645371167194	47.2851204673608
A	1281.5	1281.55	118.13627932869473	114.88628929904014	41.42100048310753	41.70808407147199
A	1296.81	1296.88	103.56638640715629	103.76204014880021	57.58401884910244	57.71832061512704
A	1299.26	1299.28	116.32548343011842	116.25497617900372	55.63719679777851	55.71306370907374
A	1303.1066666666666	1303.13	111.26230575793963	111.81176092357994	57.86638379725478	57.784579529867784
A	1303.7133333333334	1303.7366666666667	128.0941452053126	127.90923044578693	58.61542259816239	58.352818562155505
A	1303.2266666666667	1303.26	114.83151741283905	114.84387520125826	56.321956374477345	56.404080398768286
