son	temps_debut	temps_fin	f0_milieuV	f0_mean	intensite_milieuV	intensite_mean
A	2060.367666666667	2060.3910000000005	137.81672380827595	137.85473570471714	76.10420965060995	75.75376202426655
A	2057.7676666666666	2057.781	120.41400522770284	120.34767896620356	66.39375456923175	66.0886204599932
A	2115.138	2115.158	134.84886152982116	135.1799157497919	77.34699231028357	77.51208609483544
A	2060.321	2060.344333333333	136.7258137637378	136.79887232840585	70.77764406757419	71.00020517622176
A	2115.118	2115.138	--undefined--	142.16797862004512	78.48094456421202	77.95057183300818
A	2066.487	2066.5136666666667	99.416280214873	98.91729527795488	66.40883743754458	66.4181868805104
A	2060.344333333333	2060.367666666667	142.27958721029339	141.5488828585264	75.479376026781	75.58152640891171
A	2066.5136666666667	2066.540333333333	97.58071927738318	97.66499090995448	66.56916070001452	66.55203872182939
A	2068.677	2068.697	95.91554481201747	95.9038973023822	64.8709309600789	64.86440233745931
A	2057.741	2057.7543333333333	113.77699244415622	113.8719921798059	63.17738075937764	63.60638004797511
A	2066.540333333333	2066.567	94.85024911625095	97.18080238410268	61.47701918168053	61.830268768953914
A	2068.637	2068.657	103.26386758625972	103.17310514644448	66.48200984244414	66.15279354705494
A	2068.657	2068.677	98.04695750108519	98.07358526977862	65.98663211901325	65.98848260625645
A	2057.7543333333333	2057.7676666666666	120.26289496692037	120.14977442427794	66.1129395496305	65.9879768577482
A	2183.901	2183.9276666666665	105.51483476133153	107.41147660741642	63.268576519516415	62.99688566379518
A	2115.158	2115.178	130.86987324819023	130.82081830314326	75.5761398601482	75.48490428988596
A	2123.053	2123.076333333333	--undefined--	141.36085894438693	64.94187057865155	66.67193751357496
A	2183.954333333333	2183.981	103.68102404251418	103.73824792534349	59.64594982434479	60.056697256949754
A	2183.9276666666665	2183.954333333333	103.48890908958496	103.85749001054397	63.68660120456808	63.57417175336827
A	2123.099666666667	2123.1230000000005	139.10823715427296	137.1765280435239	68.38319809538923	68.7072687755763
A	2123.076333333333	2123.099666666667	141.01741015294246	141.16895655577702	72.32044574732765	71.90750765459553
A	2282.929666666667	2282.9463333333333	104.09264786792963	104.14464208580814	67.61203302682797	67.57044021507281
A	2264.09	2264.13	95.04862945902724	95.51455594491826	57.539668132192254	57.8475685681732
A	2259.326333333333	2259.3429999999994	--undefined--	120.54637633102507	68.16004662795575	67.88438403895582
A	2240.065	2240.085	--undefined--	101.81790901730328	58.70738071832085	58.388674292919035
A	2259.3096666666665	2259.326333333333	--undefined--	119.71874820897378	65.52410795380703	65.56087780174222
A	2281.976333333333	2281.989666666667	111.27775085219149	111.26682389457841	63.96445292090474	63.953777335536365
A	2282.913	2282.929666666667	106.75564197621824	106.70378281258928	67.71231914003229	67.64162518769223
A	2281.9629999999997	2281.976333333333	--undefined--	--undefined--	61.939048267480054	61.91814096557201
A	2282.9463333333333	2282.963000000001	103.22490198931534	103.25606083613056	67.00091916632107	67.01807124422524
A	2281.989666666667	2282.0029999999997	107.87695134588434	107.9196073184818	64.92243210631604	64.84713174714487
A	2259.2929999999997	2259.3096666666665	--undefined--	--undefined--	53.827759227389954	56.561272247009775
A	2240.045	2240.065	--undefined--	--undefined--	53.875990205226884	54.66546100955347
A	2264.05	2264.09	98.00666800331389	98.16281252623456	60.156009703675984	60.31414005086803
A	2264.01	2264.05	102.424455787652	102.09269032526824	59.93222889406527	59.72088648073207
A	2260.1496666666667	2260.163	125.27802821686716	125.27590058661222	63.88859528856511	63.844812403622754
A	2240.085	2240.105	106.67451521960166	106.376378665395	55.02537616231305	55.33143304845832
A	2260.136333333333	2260.1496666666667	126.23795733408306	126.22565569812	64.6593718894076	64.60408519614526
A	2260.123	2260.136333333333	125.88578148471869	125.86648760482773	64.56004932912354	64.45825631964149
A	2283.3996666666667	2283.4163333333336	104.07460568550692	104.02747619161647	65.58984864811716	65.47460341412382
A	2283.2129999999997	2283.223	100.42173889679482	100.42173889678295	64.02512741013246	64.06997064787684
A	2300.135	2300.148333333333	--undefined--	--undefined--	54.98019696599433	56.26549307601586
A	2336.0626666666667	2336.076	110.32765299075538	110.34051286267288	65.95600831784398	65.871580751204
A	2335.876	2335.8860000000004	106.64074373804452	106.64074373804452	62.60949541876383	62.59266542305724
A	2300.148333333333	2300.161666666667	--undefined--	123.34895403284176	61.93952197613246	61.568214480173104
A	2284.153	2284.173	--undefined--	102.90445455674922	63.31576559735661	62.82179203851114
A	2283.883	2283.903	--undefined--	126.0101895177088	56.96009119810298	56.91849141623421
A	2338.276	2338.3026666666665	117.95626533531062	126.56970181554723	53.97668157778075	53.06733006577409
A	2283.4163333333336	2283.4330000000004	104.65828795239437	104.5928394487397	65.85284493199664	65.60259974704914
A	2336.049333333333	2336.0626666666667	--undefined--	111.32696055071926	65.29520136908788	65.17377878091
A	2283.233	2283.2429999999995	101.282184940265	101.28218494028145	66.07550689391141	66.01530147238967
A	2296.0690000000004	2296.099000000001	135.9853952509367	129.64635789955435	47.86584606404515	48.43419229794647
A	2299.851666666667	2299.8750000000005	92.40498983547141	92.0397942376952	61.42388454542413	61.332460984528865
A	2284.133	2284.153	--undefined--	--undefined--	53.3967573862349	56.13839329703329
A	2335.8860000000004	2335.896000000001	106.24374546507359	106.24374546505264	64.13463170910298	64.0916003180679
A	2283.863	2283.883	--undefined--	--undefined--	48.36784424196386	49.88174491718611
A	2296.0389999999998	2296.0690000000004	106.9056724307733	106.88382882266137	57.44418360228343	58.538513544589385
A	2335.866	2335.876	--undefined--	--undefined--	60.06373766833551	60.12189668478271
A	2337.8126666666667	2337.8293333333336	115.31186119463119	115.3623220449977	58.738872528839224	58.65993809611454
A	2337.8293333333336	2337.8460000000005	116.82873145817732	116.69424003268254	56.68494285615673	56.57299047704016
A	2283.903	2283.923	118.94392746641148	119.58178612075857	57.9637673747439	57.86763241874034
A	2336.036	2336.049333333333	--undefined--	--undefined--	61.86364402839913	61.98439754332402
A	2296.009	2296.0389999999998	111.18445227891615	111.19045475529721	65.73491073126249	65.27106063811718
A	2338.3026666666665	2338.329333333333	131.39929310094632	125.68437110774559	50.8138620949007	51.71183478241653
A	2283.223	2283.233	101.20588530329867	101.20588530327915	65.32375441369244	65.29877208335775
A	2299.805	2299.828333333333	103.77062299370296	103.7965730294998	61.19582904535412	61.380448482702114
A	2299.828333333333	2299.851666666667	98.39409740343959	97.39177413343727	63.68887706206353	63.44084900491791
A	2337.7960000000003	2337.8126666666667	114.90408735373673	114.86434518542906	59.229881570210225	59.2472084087127
A	2284.173	2284.193	101.15296260663798	101.29000752022567	61.64227955823449	61.86539813217664
A	2300.161666666667	2300.175	122.62110189929292	122.71802559350456	62.02676499231924	62.13836641622764
A	2283.383	2283.3996666666667	100.78334091405907	100.78769344216622	61.97838724477159	62.146324724384534
A	2363.028666666667	2363.052000000001	95.60677736854525	95.40560589568226	64.11257704293475	64.06130978297445
A	2344.311	2344.331	161.64271757992577	161.32875900478874	57.51655146412984	57.41077320458879
A	2362.492	2362.512	104.71616288072879	104.30945531896693	67.75293710307439	67.26232803293908
A	2338.329333333333	2338.356	127.46813002342299	126.74424933834929	50.82785671208122	50.718357478218294
A	2343.1176666666665	2343.134333333333	196.83804251078783	196.77620168344635	63.52975105979762	63.07339234652025
A	2344.291	2344.311	160.31177103075066	160.4015150052467	58.15240769161823	57.92347944322822
A	2362.472	2362.492	--undefined--	--undefined--	59.458023270449935	61.26630985263581
A	2363.135333333333	2363.1686666666665	128.61272064052994	128.75154960430825	68.80492163504773	68.36876279301146
A	2344.507666666667	2344.5310000000004	98.76814000649861	99.14645479008608	58.67727481883179	58.48693426285613
A	2366.4210000000003	2366.4410000000003	152.01947217453184	151.88896389989446	73.66029650680454	73.26159720273844
A	2366.4410000000003	2366.4610000000002	145.89450782284038	145.59325082554375	67.72111448470467	68.62115753131165
A	2362.982	2363.005333333333	104.665010794175	105.40854952992908	67.7179963801312	67.57032514147385
A	2363.1020000000003	2363.135333333333	127.96499232108074	126.51329115194851	62.84919127037441	63.865713326545055
A	2363.1686666666665	2363.202	132.07809952342902	131.75245220345232	60.48754254251954	62.4393158042719
A	2362.512	2362.532	100.2210913605753	100.23755711564583	65.72325993695465	65.7302581912196
A	2363.005333333333	2363.028666666667	98.34361334944573	98.77702842556384	67.273292226192	67.20918855208925
A	2344.4843333333333	2344.507666666667	102.61174379769075	103.18930775182622	60.33788327470245	60.38655466029936
A	2343.134333333333	2343.1509999999994	192.95852556280133	193.24475918525485	62.51308447488203	62.446831749828355
A	2343.101	2343.1176666666665	--undefined--	203.04244259969357	54.61876554946238	56.885633884520736
A	2366.401	2366.4210000000003	149.46594501070518	149.9120656169276	71.10968333438383	71.15150383185272
A	2344.4610000000002	2344.4843333333333	108.2652931654429	107.05085953101823	61.885849933267	61.73438666385433
A	2344.271	2344.291	145.77090383501272	145.16962193425704	55.801296450323335	55.97828903548323
A	2421.912333333333	2421.9356666666667	102.14431036188235	101.85310792105986	64.71683814881985	64.72898784086075
A	2422.709	2422.719	103.02160411015556	103.02160411018	66.08538872740745	65.97465378698448
A	2418.360666666667	2418.3840000000005	--undefined--	--undefined--	37.89677204939192	37.700464204379365
A	2398.566666666667	2398.590000000001	131.40335150758202	131.58693184925357	57.01500500682469	57.135270842697665
A	2372.843	2372.873	--undefined--	--undefined--	58.77574556907607	60.32302956017841
A	2398.35	2398.38	110.86832860374	110.74299012705629	63.42892921278525	63.241050451476795
A	2398.52	2398.543333333333	122.54605330167904	122.49573029939079	60.82746765788298	60.197602625733985
A	2418.337333333333	2418.360666666667	--undefined--	--undefined--	38.54519780068776	39.08134501784443
A	2421.889	2421.912333333333	103.34954357327224	103.26469608385264	67.16287265712595	67.03327341145241
A	2422.719	2422.7289999999994	101.70405111907776	101.70405111910605	65.02867778554176	65.04738251740038
A	2423.459	2423.469	--undefined--	--undefined--	62.14253284889809	61.907314968149734
A	2423.469	2423.4790000000007	--undefined--	--undefined--	62.1291843493757	62.07462051255169
A	2372.873	2372.903	--undefined--	--undefined--	63.193595175415076	62.952458989134655
A	2372.903	2372.9330000000004	--undefined--	--undefined--	59.382242109392116	59.52488353822382
A	2421.9356666666667	2421.9589999999994	94.54014968675763	96.06001176824869	59.19339183792377	59.79776483756817
A	2398.38	2398.4100000000008	107.46710644693547	107.59474273615753	62.74418704350213	62.716032209797476
A	2398.543333333333	2398.566666666667	124.37033028324818	125.5648459662974	59.408623789255536	59.46933248890966
A	2398.4100000000008	2398.4400000000005	100.75325651254093	101.92688127098411	59.60855901843754	59.57883097795094
A	2422.699	2422.709	--undefined--	103.632326672381	65.79990891213417	65.63528698413477
