son	temps_debut	temps_fin	f0_milieuV	f0_mean	intensite_milieuV	intensite_mean
A	1697.649666666667	1697.6729999999998	124.62490288007677	123.85162135810857	62.86740789475482	63.03691875847388
A	1697.6029999999998	1697.6263333333334	126.436041663881	126.76086595054404	65.43371638512973	65.46369404932213
A	1721.3053333333332	1721.332	124.42083842378969	124.77568581248786	59.108701676813695	59.630608275903256
A	1697.983	1698.0196666666666	127.91096807946631	127.8551993868592	65.88526943799508	65.72032131019101
A	1697.6263333333334	1697.649666666667	125.91124518158564	125.98177624178308	66.4349080483856	66.20755193096456
A	1750.638333333333	1750.6516666666666	115.1159226857796	115.13125286761735	60.06523435780005	60.14065537497871
A	1742.214	1742.2606666666666	179.36009649928852	178.53662715698056	66.53433478971351	66.18567304024505
A	1721.2520000000002	1721.2786666666666	144.13091606231106	144.51155797393096	63.50884041189009	63.24849171357778
A	1750.625	1750.638333333333	117.61122588769116	117.59159899601225	60.686330160334236	60.470255212684364
A	1742.3073333333332	1742.3539999999996	170.25602155046738	169.93985171858603	59.19832081611605	59.68533057014863
A	1750.6516666666666	1750.665	113.61485700567454	113.61185614055158	59.88414335574461	59.87114903951606
A	1721.2786666666666	1721.3053333333332	137.94901862928887	137.39187121624354	64.25050078755864	63.98882714189857
A	1698.0563333333332	1698.0929999999996	135.57176355634806	134.74738438366737	60.00868777775615	61.10641597367512
A	1698.0196666666666	1698.0563333333332	135.2584629451234	134.9467442132342	66.7133864240338	66.58604780728973
A	1751.965	1751.985	130.50042513384116	130.4731925773607	64.2855393683376	64.60043481625077
A	1751.925	1751.945	133.47714469112506	133.46356335624415	66.75172260755686	66.77201097824047
A	1751.945	1751.965	132.62588778846114	132.5630235975541	67.48803012009788	67.30116267995041
A	1742.2606666666666	1742.3073333333332	170.53175448895442	171.4183125725182	61.815225506725376	62.09132294947147
A	1764.055	1764.075	120.09059408129336	119.3827774763158	55.220667611824545	54.95111844906202
A	1763.835	1763.851666666667	119.76955664212467	119.80007449071374	51.64261952867167	51.68617255703276
A	1759.6616666666666	1759.688333333333	121.34545798740366	121.42448349728744	68.94289263512934	68.65099074142802
A	1769.2979999999998	1769.328	135.45847493527862	135.23519541446677	55.01648247585638	55.54749420108757
A	1759.635	1759.6616666666666	128.01426578661713	127.31892683970821	66.95660395895135	67.09373772215216
A	1774.516	1774.5293333333334	118.37057211682408	118.3782957072093	60.03616529046872	59.988316386988394
A	1752.6416666666669	1752.685	115.83047397128405	114.57671112767417	56.84502390554469	56.53892207189575
A	1763.025	1763.051666666667	159.74869281285822	159.60087041369428	61.21489421002287	61.03451419553659
A	1775.086	1775.109333333333	159.34390826442734	159.4196451695243	60.1574589098946	60.13779711412599
A	1763.868333333333	1763.885	120.37095484125689	120.4161109141206	52.73283933399439	52.77581892190108
A	1752.4816666666666	1752.505	114.68153357379786	114.66372610614783	54.39401838494793	54.72209849778581
A	1763.851666666667	1763.868333333333	121.18442400004928	121.10425618053597	53.01654711392562	52.89553421598188
A	1752.555	1752.5983333333334	119.35036521657163	119.52902661533686	53.291266510922014	53.87021546378625
A	1774.5293333333334	1774.542666666667	117.46204451158539	117.45536767036062	60.03807866981927	59.94895587759002
A	1759.688333333333	1759.715	112.04263747008339	111.69239881910964	61.35075900499086	62.30830950833304
A	1752.435	1752.458333333333	123.40400291205675	125.82322723706575	54.75696031736311	54.889437318449986
A	1774.542666666667	1774.556	116.15684925489305	116.17829653831647	58.82681269619054	58.82693735228629
A	1769.328	1769.358	122.13375950035523	121.90123887575386	47.94798472186147	48.417916504216464
A	1769.2679999999998	1769.2979999999998	144.85178965102276	145.2707334808935	61.55231892201615	61.691327540628826
A	1776.506	1776.526	121.9538042463488	122.55520723889973	54.966862614662816	54.76159200749778
A	1752.458333333333	1752.4816666666666	122.07718506302867	121.70407219540041	58.116422409663166	57.73986573521067
A	1775.109333333333	1775.1326666666666	164.81831531981913	164.39715607140525	61.43883129328375	61.24423129892609
A	1776.526	1776.546	125.15816308064743	125.06137470698734	55.6168300191076	55.46123326381257
A	1764.015	1764.035	118.67431169970597	118.73649690982313	53.97272228592723	53.93238892630361
A	1763.0783333333334	1763.105	157.36667263227122	156.79554645152652	57.96269063075837	57.836925121415035
A	1752.5983333333334	1752.6416666666669	118.96244837557684	118.75477351096428	59.45283846921758	59.02557553397359
A	1763.051666666667	1763.0783333333334	158.75913037846456	158.53908089184296	59.44616309550202	59.521698533843534
A	1764.035	1764.055	119.56624860107405	119.5938916465574	56.133684534821896	56.011867167254785
A	1775.1326666666666	1775.156	164.69912023816647	164.4563131018911	58.86722046604585	59.14792240978958
A	1817.789	1817.829	123.91605889941992	123.7611556514541	59.31149795582315	58.95423663062397
A	1818.592333333333	1818.629	127.17729633997826	126.05176106802122	54.59382614348371	55.39510338106135
A	1797.355	1797.365	199.10108671217213	199.10108671217537	70.55103941063052	70.43546457990148
A	1800.092	1800.1153333333334	142.91113330503762	141.86245713378304	71.21198488477327	70.6307456242557
A	1800.948666666667	1800.965333333333	153.1658410314355	153.2014718983374	70.12417768493629	70.05669921951368
A	1817.7089999999998	1817.749	128.41202154388512	128.51911655361576	59.547649010476654	59.89046392066693
A	1793.7883333333334	1793.811666666667	228.4671521472897	228.1206071011693	80.31884947744473	80.60962243381476
A	1814.602333333333	1814.6356666666666	127.92258345511267	127.82315171564599	63.93163388842134	64.18118691335528
A	1776.546	1776.566	125.92419480900094	125.74973330404492	53.12728395871412	53.1752575051064
A	1818.5556666666666	1818.592333333333	126.56608484148548	127.24659324047539	58.97302875036458	59.056759774878174
